Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Demographics,Duration,Rating,Favorites,Themes
Mimi wo Sumaseba,Whisper of the Heart,8.22,647,349,367,Movie,1,Finished Airing,15-Jul-95,,,Tokuma Shoten,"Disney Platform Distribution,       GKIDS",Studio Ghibli,Manga,"Drama, Romance",Shoujo,1 hr. 51 min.,G - All Ages,"5,121",
Ookami to Koushinryou,Spice and Wolf,8.22,223,350,823,TV,13,Finished Airing,"Jan 9, 2008 to Mar 26, 2008",Winter 2008,Wednesdays at 01:30 (JST),"Victor Entertainment,       Pony Canyon,       Movic,       Kadokawa Pictures Japan","Funimation,       Kadokawa Pictures USA",Imagin,Light novel,"Adventure, Drama, Fantasy, Romance",,23 min. per ep.,PG-13 - Teens 13 or older,"18,050",Adult Cast
Sasaki to Miyano,Sasaki and Miyano,8.22,1224,351,197,TV,12,Finished Airing,"Jan 10, 2022 to Mar 28, 2022",Winter 2022,Mondays at 00:30 (JST),"Frontier Works,       Movic,       Nippon Columbia,       Sound Team Don Juan,       TV Aichi,       Kadokawa Media House,       U-NEXT,       BS NTV,       Kadokawa","None found, add some",Studio Deen,Web manga,Boys Love,,23 min. per ep.,PG-13 - Teens 13 or older,"5,024","Otaku Culture, School"
Tengoku Daimakyou,Heavenly Delusion,8.22,474,352,480,TV,13,Finished Airing,"Apr 1, 2023 to Jun 24, 2023",Spring 2023,Saturdays at 22:00 (JST),"Mainichi Broadcasting System,       Kodansha,       NBCUniversal Entertainment Japan,       Avex Pictures,       NetEase","None found, add some",Production I.G,Manga,"Adventure, Mystery, Sci-Fi",Seinen,23 min. per ep.,R - 17+ (violence & profanity),"5,646",
Trigun,,8.22,254,353,767,TV,26,Finished Airing,"Apr 1, 1998 to Sep 30, 1998",Spring 1998,Thursdays at 01:15 (JST),Victor Entertainment,Funimation,Madhouse,Manga,"Action, Adventure, Sci-Fi",Shounen,24 min. per ep.,PG-13 - Teens 13 or older,"16,061",Adult Cast
Haikyuu!! Movie 4: Concept no Tatakai,Haikyu!! The Movie: Battle of Concepts,8.22,2275,354,88,Movie,1,Finished Airing,29-Sep-17,,,"None found, add some","None found, add some",Production I.G,Manga,Sports,Shounen,1 hr. 28 min.,PG-13 - Teens 13 or older,80,"School, Team Sports"
Bungou Stray Dogs 3rd Season,Bungo Stray Dogs 3,8.21,338,355,639,TV,12,Finished Airing,"Apr 12, 2019 to Jun 28, 2019",Spring 2019,Fridays at 22:30 (JST),"WOWOW,       Lantis,       Movic,       Bandai Namco Live Creative,       Sony Music Entertainment,       Glovision,       Kadokawa Media House,       Kadokawa,       Bandai Namco Arts","None found, add some",Bones,Manga,"Action, Mystery, Supernatural",Seinen,23 min. per ep.,R - 17+ (violence & profanity),"5,022","Adult Cast, Detective, Organized Crime, Super Power"
Cardcaptor Sakura Movie 2: Fuuin Sareta Card,Cardcaptor Sakura Movie 2: The Sealed Card,8.21,1875,356,116,Movie,1,Finished Airing,15-Jul-00,,,"Bandai Visual,       Shochiku,       Kodansha,       Shelty,       Amber Film Works","Nelvana,       Discotek Media,       Geneon Entertainment USA",Madhouse,Manga,"Award Winning, Comedy, Drama, Fantasy, Romance",Shoujo,1 hr. 22 min.,PG - Children,461,Mahou Shoujo
Doupo Cangqiong 4th Season,Fights Break Sphere 4th Season,8.21,7292,357,7,ONA,24,Finished Airing,"Mar 28, 2021 to Aug 29, 2021",,,Tencent Penguin Pictures,"None found, add some",Motion Magic,Novel,"Action, Adventure, Fantasy, Romance, Supernatural",,24 min. per ep.,PG-13 - Teens 13 or older,106,"Martial Arts, Mythology"
Fate/strange Fake: Whispers of Dawn,,8.21,2458,358,77,TV Special,1,Finished Airing,02-Jul-23,,,"Aniplex,       Notes",Aniplex of America,A-1 Pictures,Light novel,"Action, Fantasy, Supernatural",,55 min.,R - 17+ (violence & profanity),330,
Fruits Basket 1st Season,,8.21,213,359,839,TV,25,Finished Airing,"Apr 6, 2019 to Sep 21, 2019",Spring 2019,Saturdays at 01:23 (JST),"TV Tokyo,       TV Osaka,       Nihon Ad Systems,       Hakusensha,       Avex Pictures,       TMS Music,       8PAN",Funimation,TMS Entertainment,Manga,"Drama, Romance, Supernatural",Shoujo,23 min. per ep.,PG-13 - Teens 13 or older,"16,449","Love Polygon, School"
Great Pretender,,8.21,309,360,668,TV,23,Finished Airing,"Jul 9, 2020 to Dec 17, 2020",Summer 2020,Thursdays at 00:55 (JST),"Production I.G,       Fuji TV,       BS Fuji,       TOHO animation,       Hakuhodo DY Media Partners","None found, add some",Wit Studio,Original,"Action, Adventure, Mystery",,23 min. per ep.,R - 17+ (violence & profanity),"10,011","Adult Cast, Organized Crime"
Kaguya-hime no Monogatari,The Tale of the Princess Kaguya,8.21,1040,361,234,Movie,1,Finished Airing,23-Nov-13,,,"None found, add some",GKIDS,Studio Ghibli,Other,"Award Winning, Fantasy",,2 hr. 17 min.,R+ - Mild Nudity,"2,659",Historical
Kuroko no Basket 2nd Season,Kuroko's Basketball 2,8.21,207,362,860,TV,25,Finished Airing,"Oct 6, 2013 to Mar 30, 2014",Fall 2013,Sundays at 01:58 (JST),"Bandai Visual,       Lantis,       Nihon Ad Systems,       Banpresto,       Shueisha,       BS11","None found, add some",Production I.G,Manga,Sports,Shounen,24 min. per ep.,PG-13 - Teens 13 or older,"4,342","School, Team Sports"
Liz to Aoi Tori,Liz and the Blue Bird,8.21,1616,363,142,Movie,1,Finished Airing,21-Apr-18,,,"Lantis,       Shochiku,       Pony Canyon,       Rakuonsha,       Bandai Namco Arts","Eleven Arts,       Ponycan USA",Kyoto Animation,Novel,"Award Winning, Drama",,1 hr. 30 min.,PG-13 - Teens 13 or older,"2,763","Music, Performing Arts, School"
Magi: The Kingdom of Magic,,8.21,211,364,845,TV,25,Finished Airing,"Oct 6, 2013 to Mar 30, 2014",Fall 2013,Sundays at 17:00 (JST),"Aniplex,       Dentsu,       Shogakukan-Shueisha Productions,       Mainichi Broadcasting System,       Movic,       GYAO!",Aniplex of America,A-1 Pictures,Manga,"Action, Adventure, Fantasy",Shounen,25 min. per ep.,PG-13 - Teens 13 or older,"7,679",
Major S1,,8.21,2065,365,102,TV,26,Finished Airing,"Nov 13, 2004 to May 21, 2005",Fall 2004,Saturdays at 18:00 (JST),"Shogakukan-Shueisha Productions,       NHK","None found, add some",Studio Hibari,Manga,Sports,Shounen,25 min. per ep.,PG-13 - Teens 13 or older,"1,394",Team Sports
Quanzhi Gaoshou Specials,The King's Avatar (2018),8.21,2013,366,106,ONA,3,Finished Airing,"Apr 27, 2018 to May 11, 2018",,,"Tencent Animation & Comics,       Tencent Penguin Pictures,       China Literature Limited,       Colored Pencil Animation Japan","None found, add some",Colored Pencil Animation,Web novel,Action,,27 min. per ep.,PG-13 - Teens 13 or older,350,Video Game
Shoujo Kakumei Utena,Revolutionary Girl Utena,8.21,1095,367,222,TV,39,Finished Airing,"Apr 2, 1997 to Dec 24, 1997",Spring 1997,Wednesdays at 18:00 (JST),"TV Tokyo,       Yomiko Advertising,       SoftX,       Shogakukan,       Audio Tanaka","Nozomi Entertainment,       Central Park Media",J.C.Staff,Original,"Award Winning, Drama, Fantasy, Mystery, Suspense",,23 min. per ep.,PG-13 - Teens 13 or older,"8,537","Mahou Shoujo, Psychological, School"
Shoujo Shuumatsu Ryokou,Girls' Last Tour,8.21,684,368,347,TV,12,Finished Airing,"Oct 6, 2017 to Dec 22, 2017",Fall 2017,Fridays at 21:30 (JST),"AT-X,       Shinchosha,       Kadokawa Media House,       Kadokawa",Sentai Filmworks,White Fox,Web manga,"Adventure, Mystery, Sci-Fi, Slice of Life",,23 min. per ep.,PG-13 - Teens 13 or older,"7,189","CGDCT, Iyashikei"
SKET Dance,,8.21,1084,369,226,TV,77,Finished Airing,"Apr 7, 2011 to Sep 27, 2012",Spring 2011,Thursdays at 18:00 (JST),"TV Tokyo,       Avex Entertainment,       Dentsu","None found, add some",Tatsunoko Production,Manga,Comedy,Shounen,24 min. per ep.,PG-13 - Teens 13 or older,"3,215",School
xxxHOLiC◆Kei,,8.21,1592,370,144,TV,13,Finished Airing,"Apr 4, 2008 to Jun 27, 2008",Spring 2008,Unknown,"TBS,       BMG Japan,       Kids Station,       Kodansha,       Movic","None found, add some",Production I.G,Manga,"Comedy, Drama, Mystery, Supernatural",Seinen,24 min. per ep.,PG-13 - Teens 13 or older,613,
Vanitas no Karte Part 2,The Case Study of Vanitas Part 2,8.2,870,371,281,TV,12,Finished Airing,"Jan 15, 2022 to Apr 2, 2022",Winter 2022,Saturdays at 00:00 (JST),"Aniplex,       Square Enix,       Hakuhodo DY Music & Pictures,       Contents Seed",Funimation,Bones,Manga,"Action, Fantasy, Mystery",Shounen,23 min. per ep.,R - 17+ (violence & profanity),"2,684","Historical, Vampire"
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,My Teen Romantic Comedy SNAFU TOO!,8.2,143,372,1,TV,13,Finished Airing,"Apr 3, 2015 to Jun 26, 2015",Spring 2015,Fridays at 01:28 (JST),"TBS,       Movic,       Marvelous AQL,       NBCUniversal Entertainment Japan",Sentai Filmworks,feel.,Light novel,"Comedy, Romance",,24 min. per ep.,PG-13 - Teens 13 or older,"15,880","Love Polygon, School"
BanG Dream! It's MyGO!!!!!,,8.2,4925,373,19,TV,13,Finished Airing,"Jun 29, 2023 to Sep 14, 2023",Summer 2023,Thursdays at 23:00 (JST),"Ultra Super Pictures,       Bushiroad,       Tokyo MX,       Good Smile Company,       Bushiroad Music,       HoriPro International,       Ace Crew Entertainment","None found, add some",SANZIGEN,Mixed media,Drama,,23 min. per ep.,PG-13 - Teens 13 or older,494,Music
Berserk: Ougon Jidai-hen III - Kourin,Berserk: The Golden Age Arc III - The Advent,8.2,1077,374,227,Movie,1,Finished Airing,01-Feb-13,,,"VAP,       Hakusensha,       Movic,       Yahoo! Japan,       Lucent Pictures Entertainment,       Good Smile Company,       Beyond C.,       KDDI",VIZ Media,Studio 4°C,Manga,"Action, Adventure, Drama, Fantasy, Horror",Seinen,1 hr. 50 min.,R+ - Mild Nudity,"1,620","Gore, Military"
Horimiya,,8.2,93,375,1,TV,13,Finished Airing,"Jan 10, 2021 to Apr 4, 2021",Winter 2021,Sundays at 00:30 (JST),"Aniplex,       Square Enix,       Mainichi Broadcasting System,       Movic,       Kanetsu Investment,       My Theater D.D.,       Global Solutions,       Mirai-Kojo",Funimation,CloverWorks,Manga,Romance,Shounen,23 min. per ep.,PG-13 - Teens 13 or older,"35,891",School
InuYasha: Kanketsu-hen,InuYasha: The Final Act,8.2,858,376,285,TV,26,Finished Airing,"Oct 4, 2009 to Mar 30, 2010",Fall 2009,Sundays at 02:20 (JST),"Yomiuri Telecasting,       Shogakukan",VIZ Media,Sunrise,Manga,"Action, Adventure, Fantasy, Romance",Shounen,24 min. per ep.,PG-13 - Teens 13 or older,"2,221","Historical, Love Polygon, Mythology, Time Travel"
Meitantei Conan Movie 13: Shikkoku no Chaser,Detective Conan Movie 13: The Raven Chaser,8.2,2848,377,60,Movie,1,Finished Airing,18-Apr-09,,,"Shogakukan-Shueisha Productions,       TMS Entertainment","None found, add some",Tokyo Movie Shinsha,Manga,"Action, Mystery",Shounen,1 hr. 51 min.,PG-13 - Teens 13 or older,78,Detective
One Piece Movie 14: Stampede,One Piece: Stampede,8.2,1244,378,193,Movie,1,Finished Airing,09-Aug-19,,,"None found, add some",Funimation,Toei Animation,Manga,"Action, Adventure, Fantasy",Shounen,1 hr. 41 min.,PG-13 - Teens 13 or older,669,
ReLIFE: Kanketsu-hen,ReLIFE: Final Arc,8.2,581,379,398,Special,4,Finished Airing,21-Mar-18,,,"comico,       TMS Music",Funimation,TMS Entertainment,Web manga,"Drama, Romance",,23 min. per ep.,PG-13 - Teens 13 or older,"1,876",School
Saiki Kusuo no Ψ-nan: Kanketsu-hen,The Disastrous Life of Saiki K. Final Arc,8.2,1103,380,221,TV Special,1,Finished Airing,28-Dec-18,,,"None found, add some","None found, add some","J.C.Staff,       Egg Firm",Manga,"Comedy, Supernatural",Shounen,47 min.,PG-13 - Teens 13 or older,397,"Gag Humor, School, Super Power"
Maison Ikkoku,,8.19,2529,381,73,TV,96,Finished Airing,"Mar 26, 1986 to Mar 2, 1988",Spring 1986,Wednesdays at 19:30 (JST),"Kitty Films,       Fuji TV",VIZ Media,Studio Deen,Manga,"Comedy, Drama, Romance",Seinen,25 min. per ep.,R+ - Mild Nudity,"1,732",Adult Cast
Major S2,,8.19,2556,382,72,TV,26,Finished Airing,"Dec 10, 2005 to Jun 10, 2006",Winter 2006,Unknown,"Shogakukan-Shueisha Productions,       NHK","None found, add some",Studio Hibari,Manga,Sports,Shounen,25 min. per ep.,PG-13 - Teens 13 or older,315,Team Sports
Major S4,,8.19,2709,383,65,TV,26,Finished Airing,"Jan 5, 2008 to Jun 28, 2008",Winter 2008,Unknown,"Shogakukan-Shueisha Productions,       NHK","None found, add some",SynergySP,Manga,Sports,Shounen,24 min. per ep.,PG-13 - Teens 13 or older,200,Team Sports
Nomad: Megalo Box 2,Megalobox 2: Nomad,8.19,1197,384,202,TV,13,Finished Airing,"Apr 4, 2021 to Jun 27, 2021",Spring 2021,Sundays at 23:00 (JST),"Kodansha,       Tohokushinsha Film Corporation,       Bandai Namco Arts",Funimation,TMS Entertainment,Original,"Sci-Fi, Sports",,24 min. per ep.,R - 17+ (violence & profanity),"2,143","Adult Cast, Combat Sports"
One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari,One Piece: Episode of Merry - The Tale of One More Friend,8.19,2784,385,62,TV Special,1,Finished Airing,24-Aug-13,,,Fuji TV,"None found, add some",Toei Animation,Manga,"Action, Adventure, Fantasy",Shounen,1 hr. 46 min.,PG-13 - Teens 13 or older,77,
Senki Zesshou Symphogear XV,Symphogear XV,8.19,3563,386,39,TV,13,Finished Airing,"Jul 7, 2019 to Sep 29, 2019",Summer 2019,Sundays at 01:00 (JST),"Memory-Tech,       Bushiroad,       MAGES.,       King Records,       Kinyosha",Discotek Media,Satelight,Original,"Action, Sci-Fi",,23 min. per ep.,PG-13 - Teens 13 or older,884,"Idols (Female), Music"
Sono Bisque Doll wa Koi wo Suru,My Dress-Up Darling,8.19,142,387,1,TV,12,Finished Airing,"Jan 9, 2022 to Mar 27, 2022",Winter 2022,Sundays at 00:00 (JST),"Aniplex,       Square Enix,       Movic,       Studio Mausu,       Tokyo MX,       BS11","None found, add some",CloverWorks,Manga,Romance,Seinen,23 min. per ep.,PG-13 - Teens 13 or older,"20,599","Otaku Culture, School"
xxxHOLiC Rou,,8.19,2617,388,70,OVA,2,Finished Airing,"Apr 23, 2010 to Mar 9, 2011",,,Kodansha,"None found, add some",Production I.G,Manga,"Drama, Mystery, Supernatural",Seinen,34 min. per ep.,PG-13 - Teens 13 or older,185,
Asobi Asobase,Asobi Asobase - workshop of fun -,8.19,469,389,483,TV,12,Finished Airing,"Jul 8, 2018 to Sep 23, 2018",Summer 2018,Sundays at 21:00 (JST),"Hakusensha,       AT-X,       Sony Music Communications,       Kadokawa Media House,       Kadokawa","None found, add some",Lerche,Manga,Comedy,Seinen,23 min. per ep.,PG-13 - Teens 13 or older,"6,773","Gag Humor, School"
Hachimitsu to Clover II,Honey and Clover II,8.19,1994,390,107,TV,12,Finished Airing,"Jun 30, 2006 to Sep 15, 2006",Summer 2006,Fridays at 00:45 (JST),"Dentsu,       Genco,       Fuji TV,       Asmik Ace,       Sony Music Entertainment,       Shueisha","VIZ Media,       Discotek Media",J.C.Staff,Manga,"Drama, Romance",Josei,23 min. per ep.,PG-13 - Teens 13 or older,955,"Adult Cast, Love Polygon, Visual Arts"
Ao Ashi,,8.18,1154,391,212,TV,24,Finished Airing,"Apr 9, 2022 to Sep 24, 2022",Spring 2022,Saturdays at 18:25 (JST),"Shogakukan-Shueisha Productions,       Marvelous Entertainment,       NHK Enterprises,       Bandai Spirits",Crunchyroll,Production I.G,Manga,Sports,Seinen,24 min. per ep.,PG-13 - Teens 13 or older,"3,041",Team Sports
Bakuman.,,8.18,348,392,623,TV,25,Finished Airing,"Oct 2, 2010 to Apr 2, 2011",Fall 2010,Unknown,"NHK,       Shueisha",Media Blasters,J.C.Staff,Manga,"Comedy, Drama, Romance",Shounen,24 min. per ep.,PG-13 - Teens 13 or older,"9,468",Otaku Culture
Ballroom e Youkoso,Welcome to the Ballroom,8.18,704,393,337,TV,24,Finished Airing,"Jul 9, 2017 to Dec 17, 2017",Summer 2017,Sundays at 02:08 (JST),"Dentsu,       Mainichi Broadcasting System,       Pony Canyon,       Kodansha,       Movic,       Bandai Namco Games,       Toy's Factory,       Animatic",Ponycan USA,Production I.G,Manga,Sports,Shounen,24 min. per ep.,PG-13 - Teens 13 or older,"3,606",Performing Arts
Bungou Stray Dogs 2nd Season,Bungo Stray Dogs 2,8.18,204,394,863,TV,12,Finished Airing,"Oct 6, 2016 to Dec 16, 2016",Fall 2016,Fridays at 22:30 (JST),"Lantis,       Movic,       KlockWorx,       Bandai Namco Live Creative,       Glovision,       Lawson HMV Entertainment,       Sony PCL,       Kadokawa","Funimation,       Crunchyroll",Bones,Manga,"Action, Mystery, Supernatural",Seinen,23 min. per ep.,R - 17+ (violence & profanity),"6,811","Adult Cast, Detective, Organized Crime, Super Power"
Chihayafuru,,8.18,490,395,464,TV,25,Finished Airing,"Oct 5, 2011 to Mar 28, 2012",Fall 2011,Wednesdays at Unknown,"VAP,       Nippon Television Network",Sentai Filmworks,Madhouse,Manga,"Drama, Sports",Josei,22 min. per ep.,PG-13 - Teens 13 or older,"7,968","Love Polygon, School, Strategy Game"
Dragon Ball Super: Broly,,8.18,565,396,407,Movie,1,Finished Airing,14-Dec-18,,,"Fuji TV,       Bandai,       Bandai Namco Entertainment,       Shueisha",Funimation,Toei Animation,Manga,"Action, Adventure, Fantasy",Shounen,1 hr. 40 min.,PG-13 - Teens 13 or older,"3,144","Martial Arts, Super Power"
Dragon Ball Z,,8.18,113,397,1,TV,291,Finished Airing,"Apr 26, 1989 to Jan 31, 1996",Spring 1989,Wednesdays at 19:00 (JST),"Fuji TV,       Shueisha",Funimation,Toei Animation,Manga,"Action, Adventure, Comedy, Fantasy",Shounen,24 min. per ep.,PG-13 - Teens 13 or older,"38,600","Martial Arts, Super Power"
Fate/stay night: Unlimited Blade Works,Fate/stay night [Unlimited Blade Works],8.18,138,398,1,TV,12,Finished Airing,"Oct 12, 2014 to Dec 28, 2014",Fall 2014,Sundays at 00:00 (JST),"Aniplex,       Notes",Aniplex of America,ufotable,Visual novel,"Action, Fantasy, Supernatural",,28 min. per ep.,R - 17+ (violence & profanity),"16,629",
Girls & Panzer Movie,Girls und Panzer der Film,8.18,1996,399,107,Movie,1,Finished Airing,21-Nov-15,,,"Bandai Visual,       Lantis,       Movic,       Q-Tec,       Hakuhodo DY Music & Pictures,       Hakuhodo DY Media Partners",Sentai Filmworks,Actas,Original,"Action, Award Winning",,2 hr.,PG-13 - Teens 13 or older,"1,398","CGDCT, Military, School"
Holo no Graffiti,Holo Graffiti,8.18,2977,400,55,ONA,Unknown,Currently Airing,"May 5, 2019 to ?",,,"None found, add some","None found, add some",Hololive Production,Other,Comedy,,1 min.,PG-13 - Teens 13 or older,"1,888",
Horimiya: Piece,Horimiya: The Missing Pieces,8.18,746,401,324,TV,13,Finished Airing,"Jul 1, 2023 to Sep 23, 2023",Summer 2023,Saturdays at 23:30 (JST),"Aniplex,       Square Enix,       Mainichi Broadcasting System,       Movic,       Kanetsu Investment,       Global Solutions,       Mirai-Kojo","None found, add some",CloverWorks,Manga,Romance,Shounen,23 min. per ep.,PG-13 - Teens 13 or older,"2,653",School
Hunter x Hunter: Greed Island,,8.18,1491,402,157,OVA,8,Finished Airing,"Feb 5, 2003 to Apr 16, 2003",,,"None found, add some","None found, add some",Nippon Animation,Manga,"Action, Adventure, Fantasy",Shounen,22 min. per ep.,PG-13 - Teens 13 or older,296,
Kotarou wa Hitorigurashi,Kotaro Lives Alone,8.18,1507,403,156,ONA,10,Finished Airing,10-Mar-22,,,"None found, add some","None found, add some",LIDENFILMS,Manga,Slice of Life,Seinen,26 min. per ep.,PG-13 - Teens 13 or older,"2,046",Childcare
Little Busters! Refrain,Little Busters! ~Refrain~,8.18,1415,404,167,TV,13,Finished Airing,"Oct 5, 2013 to Dec 28, 2013",Fall 2013,Unknown,"Warner Bros. Japan,       Showgate",Sentai Filmworks,J.C.Staff,Visual novel,"Comedy, Drama, Romance, Supernatural",,24 min. per ep.,PG-13 - Teens 13 or older,"2,107",School
Mo Dao Zu Shi Q,The Founder of Diabolism Q,8.18,4474,405,24,ONA,30,Finished Airing,"Jul 31, 2020 to Jan 29, 2021",,,Tencent Penguin Pictures,"None found, add some",B.CMAY PICTURES,Web novel,"Comedy, Fantasy",,5 min. per ep.,PG-13 - Teens 13 or older,235,"Historical, Mythology, Reincarnation"
No Game No Life: Zero,"No Game, No Life: Zero",8.18,200,406,874,Movie,1,Finished Airing,15-Jul-17,,,"Frontier Works,       Movic,       AT-X,       Kadokawa",Sentai Filmworks,Madhouse,Light novel,"Drama, Fantasy, Romance",,1 hr. 46 min.,PG-13 - Teens 13 or older,"7,748",Isekai
Non Non Biyori Repeat,,8.18,1200,407,201,TV,12,Finished Airing,"Jul 7, 2015 to Sep 22, 2015",Summer 2015,Tuesdays at 02:05 (JST),"TV Tokyo,       Lantis",Sentai Filmworks,SILVER LINK.,Manga,Slice of Life,Seinen,23 min. per ep.,PG-13 - Teens 13 or older,"1,275","CGDCT, Iyashikei, School"
Spy x Family Movie: Code: White,Spy x Family Code: White,8.18,1785,408,125,Movie,1,Finished Airing,22-Dec-23,,,"TOHO animation,       Shueisha","None found, add some","Wit Studio,       CloverWorks",Manga,"Action, Comedy",Shounen,1 hr. 50 min.,PG-13 - Teens 13 or older,459,Childcare
Stand By Me Doraemon 2,,8.18,4459,409,24,Movie,1,Finished Airing,20-Nov-20,,,"Dentsu,       TV Asahi,       TOHO,       Shueisha,       Nagoya Broadcasting Network,       Asahi Broadcasting,       Shogakukan,       Abe Shuuji Jimusho,       Shizuoka Asahi Television","None found, add some","Shirogumi,       Shin-Ei Animation",Manga,"Comedy, Sci-Fi",Kids,1 hr. 35 min.,PG - Children,127,Time Travel
Yojouhan Time Machine Blues,The Tatami Time Machine Blues,8.18,3427,410,42,ONA,6,Finished Airing,"Sep 14, 2022 to Oct 12, 2022",,,"Fuji TV,       Kadokawa","None found, add some",Science SARU,Novel,"Comedy, Mystery, Romance, Suspense",,20 min. per ep.,PG-13 - Teens 13 or older,282,"Adult Cast, Psychological, Time Travel"
Yoru no Kurage wa Oyogenai,Jellyfish Can't Swim in the Night,8.18,2384,411,81,TV,12,Currently Airing,"Apr 7, 2024 to Jun 23, 2024",Spring 2024,Sundays at 01:00 (JST),"Movic,       KlockWorx,       Asmik Ace,       Tohokushinsha Film Corporation,       King Records,       Kansai Telecasting,       BS11","None found, add some",Doga Kobo,Original,,,23 min. per ep.,PG-13 - Teens 13 or older,522,Music
Yoru wa Mijikashi Arukeyo Otome,"Night Is Short, Walk on Girl",8.18,1755,412,127,Movie,1,Finished Airing,07-Apr-17,,,"Fuji TV,       TOHO,       BS Fuji,       Kadokawa",GKIDS,Science SARU,Novel,"Comedy, Romance",,1 hr. 32 min.,R+ - Mild Nudity,"1,718",Adult Cast
Yuukoku no Moriarty,Moriarty the Patriot,8.17,531,413,432,TV,11,Finished Airing,"Oct 11, 2020 to Dec 20, 2020",Fall 2020,Sundays at 23:53 (JST),"Mainichi Broadcasting System,       Shueisha,       Yomiuri TV Enterprise,       Bandai Namco Arts,       Bandai Spirits",Funimation,Production I.G,Manga,"Mystery, Suspense",Shounen,23 min. per ep.,R - 17+ (violence & profanity),"7,399","Adult Cast, Historical, Organized Crime, Psychological"
Aria the Natural,,8.17,2414,414,79,TV,26,Finished Airing,"Apr 3, 2006 to Sep 25, 2006",Spring 2006,Mondays at 01:00 (JST),"Production I.G,       TV Tokyo,       Shochiku,       Mag Garden",Nozomi Entertainment,HAL Film Maker,Manga,"Fantasy, Sci-Fi, Slice of Life",Shounen,24 min. per ep.,G - All Ages,808,Iyashikei
Black Lagoon: The Second Barrage,,8.17,428,415,521,TV,12,Finished Airing,"Oct 3, 2006 to Dec 19, 2006",Fall 2006,Tuesdays at 01:59 (JST),"Shogakukan-Shueisha Productions,       Geneon Entertainment","Funimation,       Geneon Entertainment USA",Madhouse,Manga,Action,Seinen,23 min. per ep.,R - 17+ (violence & profanity),"3,153","Adult Cast, Organized Crime"
Cardcaptor Sakura,,8.17,517,416,440,TV,70,Finished Airing,"Apr 7, 1998 to Mar 21, 2000",Spring 1998,Tuesdays at 18:00 (JST),"NHK,       Kodansha,       Sogo Vision","Nelvana,       NIS America, Inc.,       Geneon Entertainment USA",Madhouse,Manga,"Adventure, Comedy, Drama, Fantasy, Romance",Shoujo,25 min. per ep.,PG - Children,"13,554","Mahou Shoujo, School"
Digimon Adventure: Last Evolution Kizuna,,8.17,3324,417,45,Movie,1,Finished Airing,21-Feb-20,,,Toei Animation,"None found, add some",Yumeta Company,Original,"Action, Adventure, Comedy, Drama",,1 hr. 34 min.,PG-13 - Teens 13 or older,318,
Dr. Stone: Ryuusui,Dr. Stone: Ryusui,8.17,836,418,295,TV Special,1,Finished Airing,10-Jul-22,,,"TOHO animation,       Shueisha","None found, add some",TMS Entertainment,Manga,"Adventure, Comedy, Sci-Fi",Shounen,54 min.,PG-13 - Teens 13 or older,804,
Ginga Eiyuu Densetsu: Die Neue These - Seiran 2,Legend of the Galactic Heroes: Die Neue These - Stellar War Part 2,8.17,4379,419,25,Movie,4,Finished Airing,25-Oct-19,,,Shochiku,"None found, add some",Production I.G,Novel,"Drama, Sci-Fi",,25 min. per ep.,R - 17+ (violence & profanity),51,"Adult Cast, Military, Space"
Girls & Panzer: Saishuushou Part 3,Girls und Panzer das Finale – Part 3,8.17,4209,420,28,Movie,1,Finished Airing,26-Mar-21,,,"Bandai Visual,       Lantis,       Movic,       Q-Tec,       Hakuhodo DY Music & Pictures",Sentai Filmworks,Actas,Original,,,48 min.,PG-13 - Teens 13 or older,113,"CGDCT, Military, School"
Girls Band Cry,,8.17,3280,421,46,TV,13,Currently Airing,"Apr 6, 2024 to ?",Spring 2024,Saturdays at 00:30 (JST),agehasprings,"None found, add some",Toei Animation,Original,,,23 min. per ep.,PG-13 - Teens 13 or older,492,Music
Higurashi no Naku Koro ni Kai,Higurashi: When They Cry – Kai,8.17,471,422,481,TV,24,Finished Airing,"Jul 6, 2007 to Dec 18, 2007",Summer 2007,Fridays at 02:30 (JST),"Frontier Works,       Sotsu,       Movic",Sentai Filmworks,Studio Deen,Visual novel,"Horror, Mystery, Supernatural, Suspense",,24 min. per ep.,R - 17+ (violence & profanity),"7,403","Gore, Psychological"
Initial D Fourth Stage,,8.17,1271,423,189,TV,24,Finished Airing,"Apr 17, 2004 to Feb 18, 2006",Spring 2004,Unknown,"OB Planning,       Studio Jack",Funimation,A.C.G.T.,Manga,"Action, Drama",Seinen,27 min. per ep.,PG-13 - Teens 13 or older,"1,325",Racing
Initial D Second Stage,,8.17,1094,424,222,TV,13,Finished Airing,"Oct 15, 1999 to Jan 21, 2000",Fall 1999,Fridays at 01:55 (JST),"OB Planning,       Fuji TV","Funimation,       Tokyopop",Pastel,Manga,"Action, Drama",Seinen,23 min. per ep.,PG-13 - Teens 13 or older,"1,090",Racing
