Name,Anime_url,Positive_ratio,Total_reviews
Go! Go! 575,https://myanimelist.net/anime/21267/Go_Go_575,51.08113936051696,6
God Eater Reso Nantoka Gekijou,https://myanimelist.net/anime/37265/God_Eater_Reso_Nantoka_Gekijou,0.0,0
Good Morning!!! Doronjo,https://myanimelist.net/anime/31699/Good_Morning_Doronjo,0.0,0
Hakyuu Houshin Engi: Kou-ke no Chi,https://myanimelist.net/anime/38650/Hakyuu_Houshin_Engi__Kou-ke_no_Chi,0.0,0
Hana (2006),https://myanimelist.net/anime/40164/Hana_2006,0.0,0
Hana no Ko Lunlun: Konnichiwa Sakura no Kuni,https://myanimelist.net/anime/9264/Hana_no_Ko_Lunlun__Konnichiwa_Sakura_no_Kuni,0.0,0
"Ima, Futari no Michi",https://myanimelist.net/anime/30133/Ima_Futari_no_Michi,0.0,0
Handsome Girl,https://myanimelist.net/anime/1115/Handsome_Girl,26.73166081617125,3
Inferious Wakusei Senshi Gaiden Condition Green,https://myanimelist.net/anime/16259/Inferious_Wakusei_Senshi_Gaiden_Condition_Green,0.0,0
Izumo,https://myanimelist.net/anime/5876/Izumo,0.0,0
Ahiru no Pekkle no Aladdin to Mahou no Lamp,https://myanimelist.net/anime/22611/Ahiru_no_Pekkle_no_Aladdin_to_Mahou_no_Lamp,0.0,0
"""Eiji""",https://myanimelist.net/anime/6076/Eiji,73.3002790407504,3
Andersen Monogatari,https://myanimelist.net/anime/5098/Andersen_Monogatari,0.0,0
Ai wo Komete,https://myanimelist.net/anime/43722/Ai_wo_Komete,55.81572717305709,1
Bucchigiri?! Yomigaeru! Konya wa Bucchii Back to the Chuuka!,https://myanimelist.net/anime/58226/Bucchigiri_Yomigaeru_Konya_wa_Bucchii_Back_to_the_Chuuka,0.0,0
Aoi Umi no Tristia,https://myanimelist.net/anime/1586/Aoi_Umi_no_Tristia,39.340128233330304,4
Byulbyul Iyagi,https://myanimelist.net/anime/7420/Byulbyul_Iyagi,0.0,0
Cake Sushi,https://myanimelist.net/anime/35702/Cake_Sushi,0.0,0
Chiisana Jumbo,https://myanimelist.net/anime/7771/Chiisana_Jumbo,70.58110148273772,1
Chikyuu Monogatari Telepath 2500,https://myanimelist.net/anime/8563/Chikyuu_Monogatari_Telepath_2500,0.0,0
Duel Masters (2017),https://myanimelist.net/anime/34905/Duel_Masters_2017,0.0,0
Daikyouryuu Jidai,https://myanimelist.net/anime/4907/Daikyouryuu_Jidai,34.47933095105532,3
Game Tengoku: The Game Paradise!,https://myanimelist.net/anime/10852/Game_Tengoku__The_Game_Paradise,0.0,0
Greek Roman Sinhwa: Olympus Guardian (Movie),https://myanimelist.net/anime/9501/Greek_Roman_Sinhwa__Olympus_Guardian_Movie,0.0,0
"Hatena☆Illusion: Koi to Mahou no Illusion de, Muchuu Sasechaimasu! Special",https://myanimelist.net/anime/41285/Hatena☆Illusion__Koi_to_Mahou_no_Illusion_de_Muchuu_Sasechaimasu_Special,0.0,0
Issunboushi,https://myanimelist.net/anime/10760/Issunboushi,0.0,0
Inuki Kanako Zekkyou Collection: Gakkou ga Kowai!,https://myanimelist.net/anime/8920/Inuki_Kanako_Zekkyou_Collection__Gakkou_ga_Kowai,50.00819478111156,7
Juusenki L-Gaim I: Pentagona Window + Lady Gavlet,https://myanimelist.net/anime/2599/Juusenki_L-Gaim_I__Pentagona_Window___Lady_Gavlet,0.0,0
Juuza Engi: Engetsu Sangokuden - Gaiden Youzhou Genya,https://myanimelist.net/anime/22295/Juuza_Engi__Engetsu_Sangokuden_-_Gaiden_Youzhou_Genya,27.73093783065613,1
"Kaibutsu ga, Umareta Hi.",https://myanimelist.net/anime/38849/Kaibutsu_ga_Umareta_Hi,0.0,0
Kaijuu Sakaba Kanpai!,https://myanimelist.net/anime/30777/Kaijuu_Sakaba_Kanpai,0.0,0
Keep Calm and Carry On,https://myanimelist.net/anime/39781/Keep_Calm_and_Carry_On,0.0,0
Kishin Houkou Demonbane (TV) Specials,https://myanimelist.net/anime/23753/Kishin_Houkou_Demonbane_TV_Specials,0.0,0
Kentoushi,https://myanimelist.net/anime/19515/Kentoushi,37.81820080995257,1
Ku Pao Ying Xiong,https://myanimelist.net/anime/36440/Ku_Pao_Ying_Xiong,0.0,0
Li Shi Zhentan Shiwusuo: A Day in Lungmen - Once Upon a Time in Lungmen,https://myanimelist.net/anime/54340/Li_Shi_Zhentan_Shiwusuo__A_Day_in_Lungmen_-_Once_Upon_a_Time_in_Lungmen,0.0,0
Lord of Vermilion III Special Anime Movie,https://myanimelist.net/anime/31493/Lord_of_Vermilion_III_Special_Anime_Movie,0.0,0
Monster ni Natta Domerica,https://myanimelist.net/anime/24045/Monster_ni_Natta_Domerica,0.0,0
Pink Mizu Dorobou Ame Dorobou,https://myanimelist.net/anime/11659/Pink_Mizu_Dorobou_Ame_Dorobou,86.80183366722106,2
Rean no Tsubasa,https://myanimelist.net/anime/574/Rean_no_Tsubasa,47.404039103871376,3
"Slime Boukenki: Umi da, Yeah!",https://myanimelist.net/anime/8664/Slime_Boukenki__Umi_da_Yeah,0.0,0
Suirin: Karma (Ni),https://myanimelist.net/anime/42233/Suirin__Karma_Ni,0.0,0
Sprite: Between Two Worlds,https://myanimelist.net/anime/1786/Sprite__Between_Two_Worlds,31.981696224897803,4
Historical,https://myanimelist.net/anime/32665/Historical,0.0,0
Superflat First Love,https://myanimelist.net/anime/6607/Superflat_First_Love,35.4077278288336,2
Itsuka Aeru Kimi ni,https://myanimelist.net/anime/38473/Itsuka_Aeru_Kimi_ni,0.0,0
Hoshi no Kirby: Pilot,https://myanimelist.net/anime/11717/Hoshi_no_Kirby__Pilot,44.90000351142447,3
Kaitei Sanman Mile,https://myanimelist.net/anime/9172/Kaitei_Sanman_Mile,0.0,0
Katarina to Manabou,https://myanimelist.net/anime/42194/Katarina_to_Manabou,0.0,0
Kkoma Bus Tayo 2,https://myanimelist.net/anime/38071/Kkoma_Bus_Tayo_2,0.0,0
Kyoufu Densetsu Kaiki! Frankenstein,https://myanimelist.net/anime/6978/Kyoufu_Densetsu_Kaiki_Frankenstein,34.45123030140507,8
Legend of Basara: Shinbashi Theater,https://myanimelist.net/anime/23597/Legend_of_Basara__Shinbashi_Theater,0.0,0
Mahou Shoujo Lalabel: Umi ga Yobu Natsuyasumi,https://myanimelist.net/anime/7807/Mahou_Shoujo_Lalabel__Umi_ga_Yobu_Natsuyasumi,0.0,0
Majokko Club Yoningumi: A Kuukan kara no Alien X,https://myanimelist.net/anime/2080/Majokko_Club_Yoningumi__A_Kuukan_kara_no_Alien_X,55.9797262011498,1
Monkey Punch: Manga Katsudou Daishashin - Crime Mate Special,https://myanimelist.net/anime/19479/Monkey_Punch__Manga_Katsudou_Daishashin_-_Crime_Mate_Special,0.0,0
Munou na Nana Mini Anime: Yaminabe Party,https://myanimelist.net/anime/55005/Munou_na_Nana_Mini_Anime__Yaminabe_Party,0.0,0
Mujigen Hunter Fandora,https://myanimelist.net/anime/5907/Mujigen_Hunter_Fandora,45.28117503844099,1
Naze Nani!? Asterisk,https://myanimelist.net/anime/41153/Naze_Nani_Asterisk,0.0,0
Naked Wolves,https://myanimelist.net/anime/7247/Naked_Wolves,41.42185687384919,1
Niji ni Mukatte,https://myanimelist.net/anime/4218/Niji_ni_Mukatte,0.0,0
Null Peta: Doki♥ Nurunuru Petapeta! Mizugi-darake no Oneechan Taikai!,https://myanimelist.net/anime/40932/Null_Peta__Doki♥_Nurunuru_Petapeta_Mizugi-darake_no_Oneechan_Taikai,0.0,0
Peng You Town,https://myanimelist.net/anime/7709/Peng_You_Town,0.0,0
Pick Me Up! Pilot,https://myanimelist.net/anime/53341/Pick_Me_Up_Pilot,0.0,1
Planetes Picture Drama,https://myanimelist.net/anime/10735/Planetes_Picture_Drama,55.64783851422065,1
Pom Pom Purin no Kitakaze to Taiyou,https://myanimelist.net/anime/22577/Pom_Pom_Purin_no_Kitakaze_to_Taiyou,0.0,0
Saint Elmo: Hikari no Raihousha,https://myanimelist.net/anime/8561/Saint_Elmo__Hikari_no_Raihousha,40.370490083346645,1
Saint Seiya: Saintia Shou,https://myanimelist.net/anime/34539/Saint_Seiya__Saintia_Shou,42.07872646643463,9
Seirei Tsukai,https://myanimelist.net/anime/1866/Seirei_Tsukai,44.85826952572947,1
Kekkou Kamen,https://myanimelist.net/anime/2525/Kekkou_Kamen,53.800058847066985,4
Kidou Senshi Gundam-san: Gekijou Manner CM,https://myanimelist.net/anime/52520/Kidou_Senshi_Gundam-san__Gekijou_Manner_CM,0.0,0
Kidou Senshi SD Gundam Mk-V,https://myanimelist.net/anime/6792/Kidou_Senshi_SD_Gundam_Mk-V,0.0,0
Kougyou Aika Volley Boys,https://myanimelist.net/anime/24159/Kougyou_Aika_Volley_Boys,0.0,0
Koroshiya 1 The Animation: Episode 0,https://myanimelist.net/anime/2346/Koroshiya_1_The_Animation__Episode_0,27.72211518379685,11
Last Exile: Doyou no Asa,https://myanimelist.net/anime/28811/Last_Exile__Doyou_no_Asa,0.0,0
Love Position: Halley Densetsu,https://myanimelist.net/anime/5878/Love_Position__Halley_Densetsu,28.45206906140983,3
Metropolis (2009),https://myanimelist.net/anime/29765/Metropolis_2009,0.0,0
Miminari,https://myanimelist.net/anime/42275/Miminari,0.0,0
Mi Bao Zhi Guo,https://myanimelist.net/anime/42178/Mi_Bao_Zhi_Guo,10.401572851791142,1
Nezumi no Yomeiri,https://myanimelist.net/anime/23643/Nezumi_no_Yomeiri,0.0,0
"Oam Monogatari: Sono Natsu, Watashi ga Shitta koto",https://myanimelist.net/anime/37717/Oam_Monogatari__Sono_Natsu_Watashi_ga_Shitta_koto,0.0,0
Onizushi,https://myanimelist.net/anime/33213/Onizushi,0.0,0
Ore ga Suki nano wa Imouto dakedo Imouto ja Nai Specials,https://myanimelist.net/anime/39397/Ore_ga_Suki_nano_wa_Imouto_dakedo_Imouto_ja_Nai_Specials,35.33309696809741,9
Spacy,https://myanimelist.net/anime/31257/Spacy,50.035598225934585,2
Sword Gai,https://myanimelist.net/anime/31966/Sword_Gai,20.65693530810054,1
Tachibanakan Triangle,https://myanimelist.net/anime/36943/Tachibanakan_Triangle,36.90247960533982,20
Tamashichi!,https://myanimelist.net/anime/34785/Tamashichi,0.0,0
Tsumamareru Koma,https://myanimelist.net/anime/42484/Tsumamareru_Koma,0.0,0
Tora-chan to Hanayome,https://myanimelist.net/anime/12603/Tora-chan_to_Hanayome,75.03034150272327,2
Tuzki: Love Assassin,https://myanimelist.net/anime/23903/Tuzki__Love_Assassin,43.00799050699844,1
Ugokie Kori no Tatehiki,https://myanimelist.net/anime/3929/Ugokie_Kori_no_Tatehiki,61.946197400834166,2
Zukkoke Knight: Don De La Mancha,https://myanimelist.net/anime/7808/Zukkoke_Knight__Don_De_La_Mancha,0.0,0
Ariel Deluxe,https://myanimelist.net/anime/2837/Ariel_Deluxe,56.12603392197813,1
Cello Hiki no Gauche,https://myanimelist.net/anime/33344/Cello_Hiki_no_Gauche,59.974983697629845,1
Toe! Space Attendant Aoi,https://myanimelist.net/anime/38012/Toe_Space_Attendant_Aoi,0.0,0
Wormy,https://myanimelist.net/anime/39220/Wormy,36.26536512308912,1
Xiong Chumo: Duo Bao Xiong Bing,https://myanimelist.net/anime/32808/Xiong_Chumo__Duo_Bao_Xiong_Bing,0.0,0
Shin Dokonjou Gaeru: Dokonjou Yumemakura,https://myanimelist.net/anime/21489/Shin_Dokonjou_Gaeru__Dokonjou_Yumemakura,0.0,0
UG☆Ultimate Girls,https://myanimelist.net/anime/354/UG☆Ultimate_Girls,31.736646653302262,100
Through the Windows,https://myanimelist.net/anime/34907/Through_the_Windows,0.0,0
Uchuu Enban Dai-Sensou,https://myanimelist.net/anime/5620/Uchuu_Enban_Dai-Sensou,40.85323601983733,2
Unkai no Meikyuu Zeguy,https://myanimelist.net/anime/1176/Unkai_no_Meikyuu_Zeguy,45.53080963995447,1
Wagahai wa Inu de Aru: Don Matsugorou no Seikatsu,https://myanimelist.net/anime/24447/Wagahai_wa_Inu_de_Aru__Don_Matsugorou_no_Seikatsu,0.0,0
Bakugan: Geogan Rising,https://myanimelist.net/anime/48555/Bakugan__Geogan_Rising,0.0,0
WIXOSS Diva(A)Live,https://myanimelist.net/anime/41521/WIXOSS_DivaALive,60.02140376326011,6
Break-Age,https://myanimelist.net/anime/6447/Break-Age,71.48457292850217,1
Choboraunyopomi Gekijou Dai Ni Maku Ai Mai Mii: Mousou Catastrophe - Shojo Kuriya,https://myanimelist.net/anime/25439/Choboraunyopomi_Gekijou_Dai_Ni_Maku_Ai_Mai_Mii__Mousou_Catastrophe_-_Shojo_Kuriya,20.976967243672213,1
Eternity,https://myanimelist.net/anime/54674/Eternity,33.28986951862923,2
Futari no Joe,https://myanimelist.net/anime/4298/Futari_no_Joe,24.753743516794604,2
Himitsukessha Taka no Tsume Gaiden: Mukashi no Yoshida-kun,https://myanimelist.net/anime/13207/Himitsukessha_Taka_no_Tsume_Gaiden__Mukashi_no_Yoshida-kun,0.0,0
Hong Kil-dong,https://myanimelist.net/anime/16556/Hong_Kil-dong,100.0,1
Iczer-Girl Iczelion,https://myanimelist.net/anime/1831/Iczer-Girl_Iczelion,58.632628287240486,1
Kirin Monoshiri Yakata,https://myanimelist.net/anime/23349/Kirin_Monoshiri_Yakata,0.0,0
Kaitou Reinya,https://myanimelist.net/anime/7561/Kaitou_Reinya,38.22886073096134,2
Kyoto Animation Koushiki Twitter: Itsumo Arigatou,https://myanimelist.net/anime/36799/Kyoto_Animation_Koushiki_Twitter__Itsumo_Arigatou,0.0,0
Kuragehime: Soreike! Amars Tankentai,https://myanimelist.net/anime/10391/Kuragehime__Soreike_Amars_Tankentai,15.30896163702716,2
Mars Red: Zero Kikan Nippou,https://myanimelist.net/anime/44129/Mars_Red__Zero_Kikan_Nippou,0.0,0
Mahou Yuugi 3D,https://myanimelist.net/anime/2278/Mahou_Yuugi_3D,30.46660108875438,1
Nanmu Ichibyousokusai,https://myanimelist.net/anime/4097/Nanmu_Ichibyousokusai,0.0,0
Ogami Matsugorou,https://myanimelist.net/anime/19921/Ogami_Matsugorou,38.25445238790185,1
Owanko,https://myanimelist.net/anime/30905/Owanko,0.0,0
Pororo Geugjangpan Super Sseolmae Daemoheom,https://myanimelist.net/anime/27463/Pororo_Geugjangpan_Super_Sseolmae_Daemoheom,0.0,0
Private Eye Dol,https://myanimelist.net/anime/25983/Private_Eye_Dol,0.0,0
Rebirth: Virtual to no Souguu,https://myanimelist.net/anime/42797/Rebirth__Virtual_to_no_Souguu,0.0,0
Psycho Diver: Mashou Bosatsu,https://myanimelist.net/anime/1767/Psycho_Diver__Mashou_Bosatsu,47.27478739165241,5
Sabaku no Takara no Shiro,https://myanimelist.net/anime/17427/Sabaku_no_Takara_no_Shiro,0.0,0
Keishichou Tokumubu Tokushu Kyouakuhan Taisakushitsu Dainanaka: Tokunana Recap,https://myanimelist.net/anime/40780/Keishichou_Tokumubu_Tokushu_Kyouakuhan_Taisakushitsu_Dainanaka__Tokunana_Recap,0.0,0
Karuizawa Syndrome,https://myanimelist.net/anime/6366/Karuizawa_Syndrome,51.13967464270688,1
Kyoufu Shinbun,https://myanimelist.net/anime/17615/Kyoufu_Shinbun,0.0,0
Mogura no Motoro,https://myanimelist.net/anime/23005/Mogura_no_Motoro,38.18140946995114,1
Otona no Bouguya-san,https://myanimelist.net/anime/38395/Otona_no_Bouguya-san,36.51109335033958,5
Pankunchi,https://myanimelist.net/anime/5260/Pankunchi,0.0,0
Planet:Valkyrie,https://myanimelist.net/anime/21641/Planet_Valkyrie,0.0,0
Pikotarou no Lullaby Lullaby (TV),https://myanimelist.net/anime/35739/Pikotarou_no_Lullaby_Lullaby_TV,28.537658905966868,6
R20: Ginga Kuukou,https://myanimelist.net/anime/6390/R20__Ginga_Kuukou,0.0,0
Ravex in Tezuka World,https://myanimelist.net/anime/6513/Ravex_in_Tezuka_World,77.7524446574732,1
Seisen Cerberus: Ryuukoku no Fatalités,https://myanimelist.net/anime/32595/Seisen_Cerberus__Ryuukoku_no_Fatalités,24.961564404977903,11
Shaman King (2021): Funbari Onsen Hanjouki,https://myanimelist.net/anime/49708/Shaman_King_2021__Funbari_Onsen_Hanjouki,0.0,0
Sennin Buraku,https://myanimelist.net/anime/8041/Sennin_Buraku,68.67089876481663,1
Shizuku,https://myanimelist.net/anime/1989/Shizuku,48.78548660716261,4
Shounen to Sakura,https://myanimelist.net/anime/31321/Shounen_to_Sakura,72.47568222517094,2
Wind,https://myanimelist.net/anime/42279/Wind,0.0,0
Xi Yangyang Yu Hui Tailang: Hu Hu Sheng Wei,https://myanimelist.net/anime/9973/Xi_Yangyang_Yu_Hui_Tailang__Hu_Hu_Sheng_Wei,0.0,0
Xi Yangyang Yu Hui Tailang: Tu Nian Ding Gua Gua,https://myanimelist.net/anime/18489/Xi_Yangyang_Yu_Hui_Tailang__Tu_Nian_Ding_Gua_Gua,0.0,0
Xi Yangyang Yu Hui Tailang: Kaixin Chuang Long Nian,https://myanimelist.net/anime/18491/Xi_Yangyang_Yu_Hui_Tailang__Kaixin_Chuang_Long_Nian,41.55320018649213,1
Crayon Shin-chan x Panpaka Pants: Aeon Cinema Manner Movie Collab,https://myanimelist.net/anime/35139/Crayon_Shin-chan_x_Panpaka_Pants__Aeon_Cinema_Manner_Movie_Collab,0.0,0
Disney Tsum Tsum,https://myanimelist.net/anime/28921/Disney_Tsum_Tsum,0.0,0
Cynical Hysterie Hour: Trip Coaster,https://myanimelist.net/anime/6759/Cynical_Hysterie_Hour__Trip_Coaster,0.0,0
Dogeza de Tanondemita: Isekai-hen,https://myanimelist.net/anime/42990/Dogeza_de_Tanondemita__Isekai-hen,60.11208730288426,2
Gdleen,https://myanimelist.net/anime/7139/Gdleen,51.13170479578247,2
Ginsoukikou Ordian,https://myanimelist.net/anime/832/Ginsoukikou_Ordian,37.73699731732994,1
Inishie no Megami to Houseki no Ite,https://myanimelist.net/anime/30080/Inishie_no_Megami_to_Houseki_no_Ite,0.0,0
Anime Tenchou Movie,https://myanimelist.net/anime/9861/Anime_Tenchou_Movie,0.0,0
Beatless Intermission,https://myanimelist.net/anime/37277/Beatless_Intermission,9.065285120910229,1
Congming de Yixiu Zhi Fan Dou Gongzhu,https://myanimelist.net/anime/30247/Congming_de_Yixiu_Zhi_Fan_Dou_Gongzhu,0.0,0
Fushigi no Kuni no Miyuki-chan,https://myanimelist.net/anime/1496/Fushigi_no_Kuni_no_Miyuki-chan,33.2962348570213,6
Ganbare!! Tabuchi-kun!! Gekitou Pennant Race,https://myanimelist.net/anime/18377/Ganbare_Tabuchi-kun_Gekitou_Pennant_Race,0.0,0
Ginga Hyouryuu Vifam: Chicago Super Police 13,https://myanimelist.net/anime/14067/Ginga_Hyouryuu_Vifam__Chicago_Super_Police_13,0.0,0
Geba Geba Shou Time!,https://myanimelist.net/anime/21525/Geba_Geba_Shou_Time,55.539858610366565,1
Gun x Sword-san,https://myanimelist.net/anime/5501/Gun_x_Sword-san,41.008437371250224,3
Imokawa Mukuzo: Chuugaeri no Maki,https://myanimelist.net/anime/24577/Imokawa_Mukuzo__Chuugaeri_no_Maki,0.0,0
Kakko Kawaii Sengen! 2,https://myanimelist.net/anime/10908/Kakko_Kawaii_Sengen_2,0.0,0
Hoshi no Samidare,https://myanimelist.net/anime/50891/Hoshi_no_Samidare,36.52691399292106,21
Kidou Senshi Gundam-san (Movie),https://myanimelist.net/anime/32158/Kidou_Senshi_Gundam-san_Movie,0.0,0
Kkoma Bus Tayo 4,https://myanimelist.net/anime/38074/Kkoma_Bus_Tayo_4,0.0,0
Money Wars: Nerawareta Waterfront Keikaku,https://myanimelist.net/anime/18743/Money_Wars__Nerawareta_Waterfront_Keikaku,0.0,0
Lemon Angel YJ-ban,https://myanimelist.net/anime/6065/Lemon_Angel_YJ-ban,43.07603259586303,1
Naze Nani Dendrogram,https://myanimelist.net/anime/41636/Naze_Nani_Dendrogram,0.0,0
Naze Nani Dendrogram Episode 0,https://myanimelist.net/anime/41637/Naze_Nani_Dendrogram_Episode_0,0.0,0
Nyuru Nyuru!! Kakusen-kun,https://myanimelist.net/anime/19305/Nyuru_Nyuru_Kakusen-kun,0.0,0
Ninja Ryuukenden,https://myanimelist.net/anime/619/Ninja_Ryuukenden,41.23816822299536,5
OTMGirls no Yokiyoki Channel,https://myanimelist.net/anime/43769/OTMGirls_no_Yokiyoki_Channel,0.0,0
Papa ga Tonda Asa,https://myanimelist.net/anime/52923/Papa_ga_Tonda_Asa,0.0,0
Porong Porong Pororo 5,https://myanimelist.net/anime/27459/Porong_Porong_Pororo_5,0.0,0
Pelican Road Club Caroucha,https://myanimelist.net/anime/8324/Pelican_Road_Club_Caroucha,26.905358255559165,1
PS3® no Tsukai Kata: feat.Peeping Life,https://myanimelist.net/anime/32148/PS3®_no_Tsukai_Kata__featPeeping_Life,0.0,0
Risu no Panache,https://myanimelist.net/anime/29797/Risu_no_Panache,0.0,0
Ryuuki Denshou,https://myanimelist.net/anime/3968/Ryuuki_Denshou,43.09432919561343,2
Ryuusatsu no Kyoukotsu,https://myanimelist.net/anime/48589/Ryuusatsu_no_Kyoukotsu,0.0,0
Saikyou Onmyouji Mini,https://myanimelist.net/anime/54683/Saikyou_Onmyouji_Mini,0.0,0
Sketch,https://myanimelist.net/anime/37930/Sketch,0.0,0
Yobarete Tobidete Akubi-chan,https://myanimelist.net/anime/5474/Yobarete_Tobidete_Akubi-chan,0.0,0
Two Car,https://myanimelist.net/anime/36009/Two_Car,36.49182537966208,10
Yumemakura Baku Twilight Gekijou,https://myanimelist.net/anime/12769/Yumemakura_Baku_Twilight_Gekijou,78.89217247453847,1
Shokupan Mimi,https://myanimelist.net/anime/9561/Shokupan_Mimi,0.0,0
Studio Khara vs. CyberConnect2 Gachinko! Animation Taiketsu!,https://myanimelist.net/anime/28631/Studio_Khara_vs_CyberConnect2_Gachinko_Animation_Taiketsu,0.0,0
Xiong Chumo: Conglin Zong Dong Yuan,https://myanimelist.net/anime/32819/Xiong_Chumo__Conglin_Zong_Dong_Yuan,0.0,0
White Fantasy,https://myanimelist.net/anime/28775/White_Fantasy,33.19478403710052,1
Super Mario Brothers: Peach-hime Kyuushutsu Daisakusen!,https://myanimelist.net/anime/3886/Super_Mario_Brothers__Peach-hime_Kyuushutsu_Daisakusen,53.11157917651685,11
Zenryoku Yobikou 5.5 Seminar,https://myanimelist.net/anime/33571/Zenryoku_Yobikou_55_Seminar,0.0,0
Akubi Girl,https://myanimelist.net/anime/6077/Akubi_Girl,0.0,0
AIKa: Special Trial,https://myanimelist.net/anime/4718/AIKa__Special_Trial,0.0,1
Chiruran: Nibun no Ichi,https://myanimelist.net/anime/34088/Chiruran__Nibun_no_Ichi,0.0,0
Donyatsu Specials,https://myanimelist.net/anime/26079/Donyatsu_Specials,0.0,0
California Crisis: Tsuigeki no Juuka,https://myanimelist.net/anime/3127/California_Crisis__Tsuigeki_no_Juuka,46.92886259092143,11
Zenmaiji-kake no Truffe,https://myanimelist.net/anime/34651/Zenmaiji-kake_no_Truffe,0.0,0
Ahiru no Pekkle no Minikui Ahiru no Ko,https://myanimelist.net/anime/22575/Ahiru_no_Pekkle_no_Minikui_Ahiru_no_Ko,0.0,0
Alexandros no Ketsudan,https://myanimelist.net/anime/10112/Alexandros_no_Ketsudan,53.48555704847931,1
Ano Yama ni Noborou yo,https://myanimelist.net/anime/18821/Ano_Yama_ni_Noborou_yo,32.766646021931415,1
Bakugan: Battle Planet Short Anime,https://myanimelist.net/anime/40395/Bakugan__Battle_Planet_Short_Anime,0.0,0
Armed Blue Gunvolt,https://myanimelist.net/anime/33564/Armed_Blue_Gunvolt,44.48204137999526,6
Dies Irae: Irasshai Zonnenji,https://myanimelist.net/anime/36521/Dies_Irae__Irasshai_Zonnenji,0.0,0
Deep Insanity: The Lost Child,https://myanimelist.net/anime/49292/Deep_Insanity__The_Lost_Child,25.445964721391395,14
Dimension Loop,https://myanimelist.net/anime/3684/Dimension_Loop,75.28235385121187,2
Drifters: Kokuou-sama Goranshin,https://myanimelist.net/anime/37034/Drifters__Kokuou-sama_Goranshin,0.0,0
Eien no Filena,https://myanimelist.net/anime/5689/Eien_no_Filena,0.0,0
Endride,https://myanimelist.net/anime/32608/Endride,33.56865572952928,14
Funny Pets 2nd Season,https://myanimelist.net/anime/22345/Funny_Pets_2nd_Season,47.642543107749866,1
G-On Riders Special,https://myanimelist.net/anime/24637/G-On_Riders_Special,0.0,0
Higanjima X,https://myanimelist.net/anime/34222/Higanjima_X,0.0,0
Human Orchestra,https://myanimelist.net/anime/39279/Human_Orchestra,0.0,0
Go! Samurai,https://myanimelist.net/anime/31505/Go_Samurai,90.00625773677511,1
Jakusansei Million Arthur: Forever Kakusansei Million Arthur,https://myanimelist.net/anime/35433/Jakusansei_Million_Arthur__Forever_Kakusansei_Million_Arthur,0.0,0
Anitore! XX: Hitotsu Yane no Shita de,https://myanimelist.net/anime/33746/Anitore_XX__Hitotsu_Yane_no_Shita_de,41.46881997702784,4
Ankoku Cat VS,https://myanimelist.net/anime/36636/Ankoku_Cat_VS,62.86200948506294,1
Cheorin Samchongsa,https://myanimelist.net/anime/18271/Cheorin_Samchongsa,0.0,0
Battle Royal High School,https://myanimelist.net/anime/3625/Battle_Royal_High_School,49.368118579847646,15
Curly,https://myanimelist.net/anime/33534/Curly,37.11645753850289,1
Gakuen Handsome Special,https://myanimelist.net/anime/33457/Gakuen_Handsome_Special,0.0,0
Garo: Guren no Tsuki - Yurugaro,https://myanimelist.net/anime/33846/Garo__Guren_no_Tsuki_-_Yurugaro,0.0,0
Elf 17,https://myanimelist.net/anime/9324/Elf_17,39.89833158697711,2
Hotaru Kagayaku,https://myanimelist.net/anime/18747/Hotaru_Kagayaku,0.0,0
Id:Indeed,https://myanimelist.net/anime/46084/Id_Indeed,0.0,0
Jigen Sengokushi: Kuro no Shishi - Jinnai-hen,https://myanimelist.net/anime/1759/Jigen_Sengokushi__Kuro_no_Shishi_-_Jinnai-hen,51.66262037960489,8
Jirijiri Moyou no Ryuuryuu Tenten,https://myanimelist.net/anime/37546/Jirijiri_Moyou_no_Ryuuryuu_Tenten,0.0,0
Meitantei Conan: TDK Video Head Cleaner,https://myanimelist.net/anime/55134/Meitantei_Conan__TDK_Video_Head_Cleaner,0.0,0
Nar Doma,https://myanimelist.net/anime/29715/Nar_Doma,0.0,0
"PLUG, THe NeW WORLD",https://myanimelist.net/anime/36575/PLUG_THe_NeW_WORLD,0.0,0
Otome wa Boku ni Koishiteru: Trinkle Stars The Animation,https://myanimelist.net/anime/49518/Otome_wa_Boku_ni_Koishiteru__Trinkle_Stars_The_Animation,29.504260440593335,1
Qin Shi Mingyue: Guoqing Tebie Pian,https://myanimelist.net/anime/33258/Qin_Shi_Mingyue__Guoqing_Tebie_Pian,0.0,0
Shinjuku Shin-chan: Yoiko no Koutsuu Anzen,https://myanimelist.net/anime/14069/Shinjuku_Shin-chan__Yoiko_no_Koutsuu_Anzen,0.0,0
Pole Princess!!,https://myanimelist.net/anime/53680/Pole_Princess,60.39728574712077,3
Shirobako Movie: C96 Gentei Gekijou Maeuriken Kokuchi Eizou,https://myanimelist.net/anime/49560/Shirobako_Movie__C96_Gentei_Gekijou_Maeuriken_Kokuchi_Eizou,0.0,0
Sword of Phantasia,https://myanimelist.net/anime/34936/Sword_of_Phantasia,0.0,0
Uchuu Camper Chicchi,https://myanimelist.net/anime/51414/Uchuu_Camper_Chicchi,47.581948937937,1
Wakusei Robo Danguard Ace: Uchuu Daikaisen,https://myanimelist.net/anime/5515/Wakusei_Robo_Danguard_Ace__Uchuu_Daikaisen,0.0,0
