Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Duration,Rating,Favorites,Themes,Demographics
Goddamn,,5.86,9032,10178,4,OVA,2,Finished Airing,"Apr 27, 1990 to Aug 16, 1990",,,Victor Entertainment,"None found, add some",Studio Signal,Manga,Action,32 min. per ep.,PG-13 - Teens 13 or older,19,Racing,Seinen
Gunma-chan,,5.86,13985,10179,898,TV,13,Finished Airing,"Oct 3, 2021 to Dec 26, 2021",Fall 2021,Sundays at 08:00 (JST),"None found, add some","None found, add some",Ascension,Other,Slice of Life,24 min. per ep.,G - All Ages,2,,
Haitai Nanafa 2nd Season,,5.86,9124,10180,4,TV,13,Finished Airing,"Apr 6, 2013 to Jun 29, 2013",Spring 2013,Unknown,Ryukyu Asahi Broadcasting,"None found, add some",Passione,Original,"Comedy, Supernatural",3 min. per ep.,PG-13 - Teens 13 or older,1,,
Hello Kitty to Issho,Growing Up With Hello Kitty,5.86,14321,10181,816,OVA,16,Finished Airing,"Feb 21, 1994 to Oct 21, 1998",,,Sanrio,AnimEigo,"None found, add some",Unknown,"Comedy, Slice of Life",9 min. per ep.,G - All Ages,1,,Kids
Ishida to Asakura,Ishida and Asakura,5.86,5563,10182,14,TV,12,Finished Airing,"Jan 6, 2013 to Mar 24, 2013",Winter 2013,Sundays at 22:27 (JST),DAX Production,Ascendent Animation,Hotline,Manga,Comedy,2 min. per ep.,PG-13 - Teens 13 or older,19,School,Seinen
Jinryoku Senkan!? Shiokaze Sawakaze,,5.86,13840,10183,938,ONA,3,Finished Airing,"May 2, 2017 to Nov 10, 2018",,,"None found, add some","None found, add some",Gaina,Original,Sci-Fi,16 min. per ep.,PG-13 - Teens 13 or older,3,"Mecha, School",
11-piki no Neko to Ahoudori,Eleven Cats and an Albatross,5.85,14163,10184,855,Movie,1,Finished Airing,27-Aug-86,,,Group TAC,"None found, add some","None found, add some",Picture book,"Adventure, Fantasy",1 hr. 30 min.,G - All Ages,2,,Kids
Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari,Active Raid,5.85,2870,10185,59,TV,12,Finished Airing,"Jan 7, 2016 to Mar 24, 2016",Winter 2016,Thursdays at 22:00 (JST),"Sotsu,       Magic Capsule,       flying DOG,       Fields","None found, add some",Production IMS,Original,"Action, Sci-Fi",24 min. per ep.,PG-13 - Teens 13 or older,53,"Adult Cast, Mecha",
Akuma-kun (Movie),,5.85,12167,10186,1,Movie,1,Finished Airing,15-Jul-89,,,"None found, add some","None found, add some",Toei Animation,Unknown,"Adventure, Fantasy, Horror, Supernatural",40 min.,G - All Ages,1,,
Bouken-tachi Gamba to Nanbiki no Nakama,,5.85,15890,10187,535,Movie,1,Finished Airing,04-Mar-84,,,"None found, add some","None found, add some",Tokyo Movie Shinsha,Novel,Adventure,1 hr. 35 min.,G - All Ages,0,Anthropomorphic,Kids
Chibikko Remi to Meiken Kapi,,5.85,13165,10188,1,Movie,1,Finished Airing,17-Mar-70,,,"None found, add some","None found, add some",Toei Animation,Novel,"Adventure, Drama, Slice of Life",1 hr. 21 min.,G - All Ages,1,,
Chouon Senshi Borgman: Madnight☆Gigs!,Sonic Soldier Borgman: Madnight☆Gigs!,5.85,13497,10189,1,OVA,1,Finished Airing,08-Feb-89,,,"None found, add some","None found, add some",Ashi Productions,Other,"Action, Sci-Fi",28 min.,PG-13 - Teens 13 or older,1,"Music, Mythology",
Chu Feng: B.E.E,School Shock,5.85,5228,10190,16,ONA,6,Finished Airing,"Jul 23, 2015 to Dec 17, 2015",,,Yaoqi,"None found, add some",Haoliners Animation League,Manga,"Action, Comedy, Fantasy, Romance, Sci-Fi",16 min. per ep.,R - 17+ (violence & profanity),21,"Mecha, School",
Dr. Slump: Arale-chan '92 Oshougatsu Special,Dr. Slump: New Year Doesn't Come,5.85,13674,10191,985,Special,3,Finished Airing,"Jan 1, 1992 to Jan 3, 1992",,,"None found, add some","None found, add some",Toei Animation,Manga,"Comedy, Sci-Fi",28 min. per ep.,PG-13 - Teens 13 or older,0,Gag Humor,Shounen
Eiyuu Gaiden Mozaicka,,5.85,11388,10192,2,OVA,4,Finished Airing,"Nov 21, 1991 to Dec 21, 1991",,,Starchild Records,"None found, add some",Studio Deen,Original,Fantasy,29 min. per ep.,PG-13 - Teens 13 or older,1,,
Genjitsu no Rimuru: Sunshine in the Slime,,5.85,6859,10193,8,ONA,2,Finished Airing,"Jun 21, 2023 to Jul 18, 2023",,,"None found, add some","None found, add some",AQUA ARIS,Original,"Comedy, Fantasy",9 min. per ep.,PG-13 - Teens 13 or older,36,Isekai,
Googuri Googuri,,5.85,17518,10194,385,Movie,1,Finished Airing,2010,,,Geidai Animation,"None found, add some","None found, add some",Original,Fantasy,8 min.,G - All Ages,0,Music,
Hello Kitty no Shoukoujo,,5.85,16397,10195,478,OVA,1,Finished Airing,21-Jul-94,,,Sanrio,"None found, add some","None found, add some",Unknown,Fantasy,29 min.,G - All Ages,0,,Kids
Kaitouranma The Animation,Samurai: Hunt for the Sword,5.85,10319,10196,2,OVA,2,Finished Airing,"Nov 26, 1999 to Dec 23, 1999",,,"AIC,       APPP",Media Blasters,animate Film,Visual novel,"Action, Adventure",28 min. per ep.,PG-13 - Teens 13 or older,1,"Martial Arts, Samurai",
Kata no Ato,The mark of Emi,5.85,14873,10197,684,Movie,1,Finished Airing,14-Aug-20,,,Tokyo Zokei University,"None found, add some","None found, add some",Original,Girls Love,4 min.,R+ - Mild Nudity,1,,
Kenketsu,,5.85,17177,10198,410,ONA,1,Finished Airing,19-Mar-19,,,"None found, add some","None found, add some","None found, add some",Original,Slice of Life,2 min.,G - All Ages,0,Music,
Koko ni Iru,,5.85,14065,10199,877,ONA,1,Finished Airing,2010,,,Mad Box,"None found, add some","None found, add some",Original,Slice of Life,2 min.,G - All Ages,0,,
Kyokou Suiri Mini Anime,In/Spectre Mini Anime,5.85,7289,10200,7,ONA,38,Finished Airing,"Nov 15, 2019 to Feb 10, 2020",,,"None found, add some","None found, add some",AQUA ARIS,Manga,"Comedy, Supernatural",1 min. per ep.,PG-13 - Teens 13 or older,5,Mythology,
Liti Beiju,Cubic Tragedy,5.85,18655,10201,303,Movie,1,Finished Airing,08-Jun-05,,,"None found, add some","None found, add some","None found, add some",Original,"Comedy, Drama",3 min.,G - All Ages,1,,
Master of Epic: The Animation Age,,5.85,11094,10202,2,TV,12,Finished Airing,"Jan 8, 2007 to Mar 26, 2007",Winter 2007,Unknown,TV Tokyo,"None found, add some","Gonzo,       Palm Studio",Game,"Comedy, Fantasy",24 min. per ep.,PG-13 - Teens 13 or older,1,Video Game,
Nageki no Ice Candy,,5.85,18798,10203,294,Movie,1,Finished Airing,2009,,,"None found, add some","None found, add some","None found, add some",Original,Slice of Life,3 min.,PG-13 - Teens 13 or older,0,,
"Ore, Twintail ni Narimasu. Recap",,5.85,10162,10204,2,TV Special,1,Finished Airing,05-Apr-15,,,"None found, add some","None found, add some",Production IMS,Light novel,"Action, Comedy, Fantasy, Romance",24 min.,PG-13 - Teens 13 or older,1,"Magical Sex Shift, School, Super Power",
Rio: Rainbow Gate!,Rio - Rainbow Gate!: Reshuffle,5.85,3472,10205,41,TV,13,Finished Airing,"Jan 4, 2011 to Mar 29, 2011",Winter 2011,Tuesdays at Unknown,"Avex Entertainment,       Pony Canyon",Media Blasters,Xebec,Game,"Comedy, Ecchi",23 min. per ep.,PG-13 - Teens 13 or older,36,Strategy Game,
"Shachou, Battle no Jikan desu!","Shachibato! President, It's Time for Battle!",5.85,3528,10206,40,TV,12,Finished Airing,"Apr 5, 2020 to Jun 28, 2020",Spring 2020,Sundays at 23:30 (JST),"Half H.P Studio,       Nippon Columbia,       Kadokawa",Funimation,C2C,Game,"Action, Adventure, Fantasy",23 min. per ep.,PG-13 - Teens 13 or older,26,,
Shin Obake no Q-tarou,,5.85,14151,10207,858,TV,70,Finished Airing,"Sep 1, 1971 to Dec 27, 1972",Fall 1971,Wednesdays at 19:30 (JST),"None found, add some","None found, add some","None found, add some",Unknown,"Comedy, Slice of Life, Supernatural",25 min. per ep.,G - All Ages,1,School,
Shukufuku no Campanella Specials,,5.85,9065,10208,4,Special,6,Finished Airing,"Sep 22, 2010 to Feb 24, 2011",,,"None found, add some","None found, add some",AIC,Visual novel,Ecchi,1 min. per ep.,R+ - Mild Nudity,4,,
Sigh of Sighs,,5.85,18239,10209,329,Movie,1,Finished Airing,06-Jun-18,,,"None found, add some","None found, add some",VCRWORKS,Original,Avant Garde,5 min.,PG-13 - Teens 13 or older,1,Psychological,
Sore Ike! Anpanman: Anpanman to Yukai na Nakama-tachi,,5.85,15632,10210,564,Movie,1,Finished Airing,14-Mar-92,,,Tokyo Movie Shinsha,"None found, add some","None found, add some",Unknown,"Comedy, Fantasy",31 min.,PG - Children,0,,Kids
Taiman Blues: Ladies-hen - Mayumi,,5.85,13543,10211,1,OVA,2,Finished Airing,"Apr 5, 1990 to May 25, 1990",,,"Magic Bus,       Tokuma Japan","None found, add some","None found, add some",Manga,,45 min. per ep.,R - 17+ (violence & profanity),0,Delinquents,Shounen
Tenchi Muyou! Ryououki: Heianmuyo! Picture Drama,,5.85,13190,10212,1,OVA,1,Finished Airing,1993,,,Pioneer LDC,"None found, add some",AIC,Original,Comedy,10 min.,G - All Ages,0,Historical,
Time Bokan Series: Gyakuten Ippatsuman,,5.85,12109,10213,1,TV,58,Finished Airing,"Feb 13, 1982 to Mar 26, 1983",Winter 1982,Unknown,"None found, add some","None found, add some",Tatsunoko Production,Unknown,"Action, Comedy, Sci-Fi",24 min. per ep.,PG-13 - Teens 13 or older,1,Mecha,
Toshi Densetsu Monogatari Hikiko,,5.85,8108,10214,5,OVA,1,Finished Airing,08-Aug-08,,,"None found, add some","None found, add some","None found, add some",Original,Horror,40 min.,R - 17+ (violence & profanity),11,,
"Umi no Yami, Tsuki no Kage","Darkness of the Sea, Shadow of the Moon",5.85,10579,10215,2,OVA,3,Finished Airing,14-Oct-89,,,Movic,"None found, add some",Visual 80,Manga,"Drama, Horror, Romance",29 min. per ep.,R - 17+ (violence & profanity),1,Super Power,Shoujo
Yami Shibai 12,,5.85,8707,10216,4,TV,13,Finished Airing,"Jan 15, 2024 to Apr 8, 2024",Winter 2024,Mondays at 02:35 (JST),"None found, add some","None found, add some",ILCA,Original,"Avant Garde, Horror, Supernatural",4 min. per ep.,PG-13 - Teens 13 or older,15,,
Zakuro Yashiki,,5.85,12986,10217,1,OVA,1,Finished Airing,01-Aug-06,,,"None found, add some","None found, add some",Toei Animation,Unknown,,48 min.,,1,"Historical, Visual Arts",
Shin Onimusha: Dawn of Dreams the Story,Onimusha: Dawn of Dreams,5.84,12219,10218,1,OVA,1,Finished Airing,26-Jul-06,,,Capcom,Media Blasters,"None found, add some",Game,Action,2 hr.,PG-13 - Teens 13 or older,2,"Historical, Martial Arts, Mythology, Samurai",
Show By Rock!!: Plasmagica na Gogo,,5.84,10997,10219,2,ONA,3,Finished Airing,"May 29, 2013 to Jun 12, 2013",,,Sanrio,"None found, add some","None found, add some",Game,Comedy,1 min. per ep.,G - All Ages,2,,
T.P. Sakura: Time Paladin Sakura,,5.84,8600,10220,4,OVA,2,Finished Airing,"Jan 27, 2011 to Feb 24, 2011",,,"None found, add some","None found, add some",Nomad,Visual novel,Action,25 min. per ep.,G - All Ages,3,,
Tetsuwan Atom: Ao Kishi no Kan,,5.84,13396,10221,1,Movie,1,Finished Airing,20-Jul-99,,,Tezuka Productions,"None found, add some","None found, add some",Unknown,"Action, Sci-Fi",11 min.,G - All Ages,0,Mecha,
The Flying Luna Clipper,,5.84,11230,10222,2,OVA,1,Finished Airing,20-Oct-87,,,"C-Staff,       Sony Video Software International","None found, add some","None found, add some",Original,"Avant Garde, Comedy, Sci-Fi",55 min.,G - All Ages,20,"Anthropomorphic, Music, Parody",
The Lamp Man,,5.84,15370,10223,604,ONA,1,Finished Airing,03-Dec-17,,,"None found, add some","None found, add some",Live2D Creative Studio,Original,"Fantasy, Mystery",3 min.,PG - Children,0,,
Tokyo Futago Athletic,Tokyo Twins Athletic Tournament,5.84,15235,10224,624,TV,8,Finished Airing,"Dec 30, 2016 to Jan 7, 2017",Winter 2017,Unknown,"TC Entertainment,       CREi","None found, add some",Ripromo,Original,"Comedy, Sports",6 min. per ep.,G - All Ages,4,,
Toufu Kozou,Little Ghostly Adventures Of The Tofu Boy,5.84,14952,10225,674,Movie,1,Finished Airing,29-Apr-11,,,"Dentsu,       Sotsu,       Kadokawa Shoten,       Fuji TV,       Warner Bros. Japan,       Lapis","None found, add some","None found, add some",Novel,Comedy,1 hr. 26 min.,G - All Ages,0,,
True Tears Recap,,5.84,11955,10226,1,Special,1,Finished Airing,29-Jan-13,,,"None found, add some","None found, add some",P.A. Works,Original,Drama,6 min.,PG-13 - Teens 13 or older,0,Love Polygon,
Uchuu Majin Daikengou,,5.84,12073,10227,1,TV,26,Finished Airing,"Jul 27, 1978 to Feb 15, 1979",Summer 1978,Unknown,TV Asahi,"None found, add some",Toei Animation,Original,"Action, Adventure, Sci-Fi",24 min. per ep.,PG-13 - Teens 13 or older,3,"Mecha, Space",
Usagi no Mofy,,5.84,15799,10228,544,ONA,13,Finished Airing,"Sep 30, 2012 to Dec 20, 2012",,,"None found, add some","None found, add some",Kachidoki Studio,Picture book,,2 min. per ep.,G - All Ages,0,,Kids
Ushinawareta Choushoku,The Lost Breakfast,5.84,15768,10229,546,ONA,1,Finished Airing,13-Jan-15,,,"None found, add some","None found, add some","None found, add some",Original,Avant Garde,6 min.,PG-13 - Teens 13 or older,2,Psychological,
Vlad Love,,5.84,3931,10230,32,ONA,12,Finished Airing,"Dec 18, 2020 to Mar 14, 2021",,,"Production I.G,       Ichigo Animation,       Comic Animation","None found, add some",Drive,Original,"Comedy, Supernatural",24 min. per ep.,PG-13 - Teens 13 or older,76,"School, Vampire",
Watashi no Oshi wa Akuyaku Reijou. Mini Anime,I'm in Love with the Villainess Mini Anime,5.84,13496,10231,1,ONA,6,Finished Airing,"Aug 25, 2023 to Sep 9, 2023",,,"None found, add some","None found, add some",AQUA ARIS,Light novel,"Comedy, Fantasy",2 min. per ep.,PG-13 - Teens 13 or older,3,School,
Wave!! Surfing Yappe!! (TV),WAVE!! -Let's go surfing!!-,5.84,3161,10232,49,TV,12,Finished Airing,"Jan 12, 2021 to Mar 30, 2021",Winter 2021,Tuesdays at 02:00 (JST),Delfi Sound,"None found, add some",Asahi Production,Mixed media,Sports,23 min. per ep.,PG-13 - Teens 13 or older,204,,
Yami Shibai 8,Theatre of Darkness: Yamishibai 8,5.84,5370,10233,15,TV,13,Finished Airing,"Jan 11, 2021 to Apr 5, 2021",Winter 2021,Mondays at 03:05 (JST),"TV Tokyo,       DRAWIZ,       Toho Interactive Animation","None found, add some",ILCA,Original,"Avant Garde, Horror, Supernatural",4 min. per ep.,PG-13 - Teens 13 or older,22,,
15-fun de Wakaru: Kami no Tou,Tower of God in 15 Minutes,5.84,12865,10234,1,ONA,2,Finished Airing,01-Jun-20,,,"Rialto Entertainment,       IRMA LA DOUCE","None found, add some",Telecom Animation Film,Web manga,"Action, Adventure, Drama, Fantasy, Mystery",15 min. per ep.,PG-13 - Teens 13 or older,0,,
Aloha! Youkai Watch: Rakuen Hawaii de Geragerapou!!,,5.84,14386,10235,796,ONA,1,Finished Airing,24-Jun-15,,,Level-5,"None found, add some","None found, add some",Game,"Slice of Life, Supernatural",2 min.,G - All Ages,0,,Kids
Ark,,5.84,12657,10236,1,Movie,1,Finished Airing,02-Jun-05,,,Skouras,"None found, add some","None found, add some",Unknown,"Action, Fantasy, Sci-Fi, Supernatural",1 hr. 29 min.,PG-13 - Teens 13 or older,1,"Mecha, Military",
Balala Xiao Mo Xian: Qiji Wubu,Balala the Fairies: Miracle Dance,5.84,13151,10237,1,TV,52,Finished Airing,"Apr 19, 2013 to Apr 2014",Spring 2013,Unknown,"B.CMAY PICTURES,       Alpha Group Co. Ltd.","None found, add some",Alpha Animation,Original,"Comedy, Fantasy",24 min. per ep.,PG - Children,2,Mahou Shoujo,
Barbapapa (1977),,5.84,13732,10238,970,TV,48,Finished Airing,"Apr 30, 1977 to Jun 14, 1977",Spring 1977,Unknown,KSS,"None found, add some",Topcraft,Picture book,"Comedy, Fantasy",5 min. per ep.,PG - Children,2,,Kids
Black Jack: Futari no Kuroi Isha - Manner Movie,,5.84,13063,10239,1,Movie,1,Finished Airing,17-Dec-05,,,"None found, add some","None found, add some","None found, add some",Manga,Comedy,37 sec.,G - All Ages,0,Parody,
Blue Reflection Ray,,5.84,4079,10240,30,TV,24,Finished Airing,"Apr 10, 2021 to Sep 25, 2021",Spring 2021,Saturdays at 01:55 (JST),"Mainichi Broadcasting System,       Magic Capsule,       DMM pictures",Funimation,J.C.Staff,Game,Fantasy,24 min. per ep.,PG-13 - Teens 13 or older,106,"Mahou Shoujo, School",
Bosco no Mori no Nakama-tachi,,5.84,17243,10241,405,Special,1,Finished Airing,25-Jul-03,,,"None found, add some","None found, add some","None found, add some",Book,"Adventure, Fantasy",5 min.,G - All Ages,0,,
Chang,,5.84,14014,10242,888,Movie,1,Finished Airing,01-Nov-12,,,"None found, add some","None found, add some",Studio Dadashow,Unknown,"Drama, Suspense",28 min.,R - 17+ (violence & profanity),0,Military,
Cynical Hysterie Hour: Yoru wa Tanoshii,,5.84,17567,10243,381,Movie,1,Finished Airing,08-Apr-89,,,"None found, add some","None found, add some","None found, add some",Unknown,Comedy,8 min.,G - All Ages,0,,
Cyphers,,5.84,10186,10244,2,ONA,3,Finished Airing,"Jun 8, 2011 to May 14, 2016",,,"None found, add some","None found, add some",Studio Ppuri,Game,Action,2 min. per ep.,PG-13 - Teens 13 or older,17,,
Dekobou Shingachou: Meian no Shippai,,5.84,12151,10245,1,Movie,1,Finished Airing,Feb 1917 to ?,,,"None found, add some","None found, add some","None found, add some",Original,Comedy,5 min.,G - All Ages,11,,
Duel Masters,,5.84,4547,10246,23,TV,26,Finished Airing,"Oct 21, 2002 to Apr 4, 2003",Fall 2002,Unknown,Studio Jack,Hasbro,"Studio Hibari,       A.C.G.T.",Manga,"Action, Comedy, Fantasy",21 min. per ep.,PG-13 - Teens 13 or older,40,Strategy Game,Kids
Gegege no Kitarou: Chisougan,Spooky Kitaro: The All Seeing Eye,5.84,13178,10247,1,Movie,1,Finished Airing,12-Jul-80,,,"None found, add some","None found, add some",Toei Animation,Unknown,"Adventure, Comedy, Fantasy, Horror, Supernatural",12 min.,G - All Ages,0,,
H. P. Lovecraft's The Dunwich Horror and Other Stories,,5.84,9473,10248,3,OVA,1,Finished Airing,28-Aug-07,,,"None found, add some","None found, add some",Toei Animation,Novel,Horror,46 min.,PG-13 - Teens 13 or older,5,,
Hello Kitty no Tomatta Big Ben,Hello Kitty in The Day the Big Clock Stopped,5.84,15694,10249,555,OVA,1,Finished Airing,21-Jul-92,,,Sanrio,"None found, add some","None found, add some",Unknown,Fantasy,30 min.,G - All Ages,0,,Kids
Higeki no Genkyou to Naru Saikyou Gedou Last Boss Joou wa Tami no Tame ni Tsukushimasu. Mini,The Most Heretical Last Boss Queen: From Villainess to Savior Mini Anime,5.84,13505,10250,1,ONA,12,Finished Airing,"Jul 9, 2023 to Sep 24, 2023",,,"None found, add some","None found, add some",AQUA ARIS,Light novel,"Fantasy, Romance",2 min. per ep.,PG-13 - Teens 13 or older,2,"Isekai, Reincarnation",Josei
Hokahoka Kazoku,The Affectuous Family,5.84,13921,10251,911,TV,1428,Finished Airing,"Oct 1, 1976 to Mar 31, 1982",Fall 1976,Unknown,"None found, add some","None found, add some",Eiken,Unknown,Comedy,5 min. per ep.,G - All Ages,1,,
Hortensia Saga,,5.84,2645,10252,68,TV,12,Finished Airing,"Jan 7, 2021 to Mar 25, 2021",Winter 2021,Thursdays at 00:30 (JST),Aniplex,Funimation,LIDENFILMS,Game,"Action, Adventure, Fantasy",23 min. per ep.,PG-13 - Teens 13 or older,160,,
Jian Wangchao,Sword Dynasty,5.84,10049,10253,3,ONA,12,Finished Airing,"Apr 26, 2017 to Jul 5, 2017",,,iQIYI,"None found, add some",EMT Squared,Novel,Action,14 min. per ep.,PG-13 - Teens 13 or older,8,Historical,
Keifuku-san,,5.84,10010,10254,3,ONA,1,Finished Airing,28-Dec-17,,,"None found, add some","None found, add some",Yaoyorozu,Original,Fantasy,5 min.,G - All Ages,3,,
Kerokero Keroppi no Christmas Eve no Okurimono,Keroppi in the Christmas Eve Gift,5.84,15387,10255,601,OVA,1,Finished Airing,01-Nov-92,,,Sanrio,"None found, add some",Grouper Productions,Unknown,Fantasy,21 min.,G - All Ages,0,,Kids
Kiki to Lala no Papa to Mama ni Aitai,,5.84,16200,10256,499,OVA,1,Finished Airing,21-Apr-94,,,Sanrio,"None found, add some","None found, add some",Unknown,,19 min.,G - All Ages,0,,Kids
Kingsglaive: FFXV Fan Kansha Tokubetsu Movie,,5.84,11352,10257,2,ONA,1,Finished Airing,31-Dec-16,,,Square Enix,"None found, add some","None found, add some",Game,Action,1 min.,G - All Ages,1,,
Kotowaza Gundam-san (ONA),,5.84,12850,10258,1,ONA,17,Finished Airing,"Feb 18, 2015 to Apr 10, 2015",,,"None found, add some","None found, add some","None found, add some",Manga,Comedy,1 min. per ep.,PG-13 - Teens 13 or older,0,"Mecha, Parody",
Kujakuou,Spirit Warrior,5.84,9626,10259,3,OVA,3,Finished Airing,"Apr 29, 1988 to Sep 21, 1991",,,"Pony Canyon,       Pioneer LDC,       Shueisha",Central Park Media,"AIC,       Studio 88",Manga,"Action, Horror, Supernatural",55 min. per ep.,R+ - Mild Nudity,7,Mythology,
Love♥Love?,,5.84,4659,10260,22,TV,9,Finished Airing,"May 4, 2004 to Jun 29, 2004",Spring 2004,Tuesdays at 00:35 (JST),m.o.e.,Maiden Japan,"Imagin,       Studio Live",Original,"Comedy, Romance, Ecchi",14 min. per ep.,R+ - Mild Nudity,13,Harem,
Majutsushi Orphen Hagure Tabi,Sorcerous Stabber Orphen,5.84,2582,10261,71,TV,13,Finished Airing,"Jan 7, 2020 to Mar 31, 2020",Winter 2020,Tuesdays at 23:00 (JST),"WOWOW,       Genco,       Lantis,       BS Fuji,       Nippon Television Network,       Forecast Communications,       Yomiuri TV Enterprise,       Marui Group,       Bandai Namco Arts,       TO Books,       MediaNet Pictures",Funimation,Studio Deen,Light novel,"Action, Adventure, Drama, Fantasy",23 min. per ep.,PG-13 - Teens 13 or older,67,Martial Arts,
Melty Lancer,,5.84,10166,10262,2,OVA,6,Finished Airing,"May 25, 1999 to May 25, 2000",,,"None found, add some",Bandai Entertainment,Gonzo,Game,"Adventure, Comedy, Sci-Fi",28 min. per ep.,PG-13 - Teens 13 or older,6,Space,
Mirai Kara Kita Shounen Super Jetter,,5.84,14817,10263,694,TV,52,Finished Airing,"Jan 7, 1965 to Jan 20, 1966",Winter 1965,Thursdays at 18:00 (JST),"TBS,       TCJ","None found, add some",Eiken,Original,"Action, Comedy, Sci-Fi",25 min. per ep.,G - All Ages,0,Super Power,
Muteking the Dancing Hero,,5.84,7599,10264,6,TV,12,Finished Airing,"Oct 3, 2021 to Dec 19, 2021",Fall 2021,Sundays at 01:26 (JST),"Victor Entertainment,       Smile Company",Funimation,"Tatsunoko Production,       Tezuka Productions",Original,"Action, Comedy, Sci-Fi",23 min. per ep.,PG-13 - Teens 13 or older,22,Music,
Ohayou Hakushon Daimaou,,5.84,16170,10265,502,TV,237,Finished Airing,"Mar 31, 2014 to Mar 27, 2015",Spring 2014,Not scheduled once per week,"None found, add some","None found, add some",Kate Arrow,Other,Comedy,1 min. per ep.,G - All Ages,0,Parody,
Onsen Yousei Hakone-chan,Hakone-chan,5.84,4085,10266,30,TV,13,Finished Airing,"Oct 4, 2015 to Dec 27, 2015",Fall 2015,Sundays at 20:55 (JST),"None found, add some","None found, add some","Production Reed,       Asahi Production",Web manga,"Comedy, Supernatural",3 min. per ep.,PG-13 - Teens 13 or older,10,,
Ore dake Level Up na Ken: How to Get Stronger,Solo Leveling: How to Get Stronger,5.84,5444,10267,15,TV Special,1,Finished Airing,25-Feb-24,,,"None found, add some","None found, add some",A-1 Pictures,Web manga,"Action, Adventure, Fantasy",23 min.,R - 17+ (violence & profanity),84,Adult Cast,
Persona 4 the Animation: Mr. Experiment Shorts,,5.84,7618,10268,6,Special,5,Finished Airing,01-Apr-13,,,Aniplex,Sentai Filmworks,AIC ASTA,Game,Comedy,2 min. per ep.,PG-13 - Teens 13 or older,6,,
Pokemon Scarlet Violet,,5.84,13358,10269,1,ONA,2,Finished Airing,"Sep 1, 2022 to Oct 25, 2022",,,"None found, add some","None found, add some","None found, add some",Game,,1 min. per ep.,G - All Ages,1,,Kids
Pokemon: Aki no Special,,5.84,10835,10270,2,TV Special,1,Finished Airing,07-Oct-97,,,"None found, add some","None found, add some",OLM,Game,"Action, Adventure, Fantasy",48 min.,PG - Children,0,,Kids
Pororo Daemoheom,Pororo to the Cookie Castle,5.84,17058,10271,418,Special,1,Finished Airing,24-Nov-04,,,"None found, add some","None found, add some",Ocon Studio,Unknown,Adventure,1 hr. 11 min.,G - All Ages,0,,Kids
Power Battle Watch Car Season 2,Power Battle Watch Car,5.84,18688,10272,301,TV,13,Finished Airing,"Aug 23, 2016 to Nov 15, 2016",Summer 2016,Unknown,"None found, add some","None found, add some",SAMG Entertainment,Original,,26 min. per ep.,G - All Ages,0,Racing,Kids
Puzzle & Dragon,,5.84,12083,10273,1,TV,Unknown,Currently Airing,"Apr 2, 2018 to ?",Spring 2018,Mondays at 18:25 (JST),Akatsuki,"None found, add some",Pierrot,Game,,24 min.,PG - Children,6,Strategy Game,Kids
Queen's Blade: Unlimited,,5.84,5903,10274,12,OVA,2,Finished Airing,"Jul 13, 2018 to Feb 28, 2020",,,"None found, add some","None found, add some","None found, add some",Other,"Action, Adventure, Fantasy, Ecchi",26 min. per ep.,R+ - Mild Nudity,27,,
Sailor Victory,,5.84,10596,10275,2,OVA,2,Finished Airing,"Jun 25, 1995 to Aug 25, 1995",,,"Bandai Visual,       Movic",Media Blasters,animate Film,Original,"Action, Comedy, Sci-Fi",27 min. per ep.,R+ - Mild Nudity,2,Mecha,
Sengoku Choujuu Giga: Kou,SENGOKUCHOJYUGIGA,5.84,7755,10276,6,TV,13,Finished Airing,"Oct 9, 2016 to Jan 8, 2017",Fall 2016,Sundays at 01:42 (JST),King Records,"None found, add some",ILCA,Original,Supernatural,3 min. per ep.,PG-13 - Teens 13 or older,6,"Historical, Mythology, Samurai",
Joshikausei,,5.83,2670,10277,67,TV,12,Finished Airing,"Apr 6, 2019 to Jun 22, 2019",Spring 2019,Saturdays at 23:15 (JST),"None found, add some","None found, add some",Seven,Web manga,"Comedy, Slice of Life",3 min. per ep.,PG-13 - Teens 13 or older,56,"CGDCT, School",
Kakushin,Hunch,5.83,11789,10278,1,ONA,1,Finished Airing,28-Mar-16,,,"None found, add some","None found, add some","None found, add some",Original,Boys Love,3 min.,PG - Children,8,Music,
Kemono Friends 2,,5.83,5106,10279,17,TV,12,Finished Airing,"Jan 15, 2019 to Apr 2, 2019",Winter 2019,Tuesdays at 02:05 (JST),"TV Tokyo,       Shochiku,       Victor Entertainment,       AT-X,       Bushiroad,       Age Global Networks,       Docomo Anime Store,       Kadokawa,       Crunchyroll SC Anime Fund,       Sega Games",Crunchyroll,Tomason,Game,"Adventure, Comedy",22 min. per ep.,PG-13 - Teens 13 or older,42,"Anthropomorphic, Iyashikei",
