Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Duration,Rating,Favorites,Premiered,Broadcast,Themes,Demographics
Patalliro!,,7.28,6731,2832,9,TV,49,Finished Airing,"Apr 8, 1982 to May 13, 1983","None found, add some","None found, add some",Toei Animation,Manga,"Adventure, Boys Love, Comedy",24 min. per ep.,PG-13 - Teens 13 or older,115,Spring 1982,Thursdays at 19:00 (JST),,Shoujo
Pokemon Movie 23: Koko,Pokémon the Movie: Secrets of the Jungle,7.28,4328,2833,26,Movie,1,Finished Airing,"Dec 25, 2020","TV Tokyo,       Shogakukan-Shueisha Productions,       JR East Marketing & Communications","None found, add some",OLM,Game,"Action, Adventure, Comedy, Fantasy",1 hr. 39 min.,PG - Children,34,,,Strategy Game,Kids
Senyuu.,,7.28,1873,2834,116,TV,13,Finished Airing,"Jan 9, 2013 to Apr 3, 2013","TV Tokyo,       Bandai Visual,       Lantis,       Barnum Studio,       Dwango,       Good Smile Company","None found, add some","Ordet,       LIDENFILMS",Web manga,"Action, Comedy, Fantasy",4 min. per ep.,PG-13 - Teens 13 or older,631,Winter 2013,Unknown,Parody,Shounen
Shaonian Ge Xing: Feng Hua Xue Yue Pian Part 2,,7.28,14069,2835,877,ONA,16,Finished Airing,"Jan 26, 2022 to May 4, 2022","bilibili,       Youku","None found, add some",CG Year,Novel,"Action, Adventure, Mystery",18 min. per ep.,PG-13 - Teens 13 or older,7,,,"Historical, Martial Arts",
Kannagi,Kannagi: Crazy Shrine Maidens,7.27,1392,2836,170,TV,13,Finished Airing,"Oct 4, 2008 to Dec 27, 2008","Aniplex,       Sony Music Entertainment,       Ichijinsha",Bandai Entertainment,A-1 Pictures,Manga,"Comedy, Supernatural",23 min. per ep.,PG-13 - Teens 13 or older,385,Fall 2008,Saturdays at 22:30 (JST),"School, Visual Arts",Shounen
Kanojo to Kanojo no Neko,She and Her Cat: Their Standing Points,7.27,2100,2837,99,OVA,1,Finished Airing,"Apr 19, 2002","None found, add some","ADV Films,       GKIDS",CoMix Wave Films,Original,Slice of Life,4 min.,G - All Ages,301,,,Pets,
Keroro Gunsou Movie 4: Gekishin Dragon Warriors de Arimasu!,,7.27,8830,2838,4,Movie,1,Finished Airing,"Mar 7, 2009","None found, add some","None found, add some",Sunrise,Manga,Comedy,1 hr. 18 min.,PG - Children,9,,,,
KimiKiss Pure Rouge,KimiKiss: Pure Rouge,7.27,2231,2839,90,TV,24,Finished Airing,"Oct 7, 2007 to Mar 23, 2008","Bandai Visual,       Lantis",Sentai Filmworks,J.C.Staff,Visual novel,"Drama, Romance",24 min. per ep.,PG-13 - Teens 13 or older,298,Fall 2007,Unknown,School,
"Kono Danshi, Ningyo Hiroimashita.",This Boy Caught A Merman,7.27,3559,2840,39,OVA,1,Finished Airing,"Nov 9, 2012","None found, add some",Sentai Filmworks,CoMix Wave Films,Original,"Boys Love, Drama, Fantasy",29 min.,PG-13 - Teens 13 or older,161,,,,
Kuroko no Basket: Oshaberi Shiyokka,Kuroko's Basketball Special,7.27,3155,2843,49,Special,1,Finished Airing,"Dec 21, 2012","None found, add some","None found, add some",Production I.G,Manga,Sports,9 min.,PG-13 - Teens 13 or older,25,,,"School, Team Sports",Shounen
Koutetsujou no Kabaneri,Kabaneri of the Iron Fortress,7.27,228,2842,817,TV,12,Finished Airing,"Apr 8, 2016 to Jul 1, 2016","Aniplex,       Dentsu,       Fuji TV,       Kyoraku Industrial Holdings,       Kansai Telecasting","Funimation,       Crunchyroll",Wit Studio,Original,"Action, Fantasy, Horror, Suspense",22 min. per ep.,R - 17+ (violence & profanity),"3,672",Spring 2016,Fridays at 00:55 (JST),"Gore, Historical, Survival",
Koukaku no Regios,Chrome Shelled Regios,7.27,1148,2841,213,TV,24,Finished Airing,"Jan 11, 2009 to Jun 21, 2009","Kadokawa Shoten,       AMG MUSIC",Funimation,Zexcs,Light novel,"Action, Adventure, Fantasy, Sci-Fi",24 min. per ep.,R - 17+ (violence & profanity),"1,052",Winter 2009,Unknown,"Military, School, Super Power",
Kyuujitsu no Warumono-san,Mr. Villain's Day Off,7.27,2514,2844,74,TV,12,Finished Airing,"Jan 8, 2024 to Mar 25, 2024","TV Tokyo,       VAP,       Square Enix,       TV Osaka,       DAX Production,       KlockWorx,       Nikkatsu,       MAGNET,       Scissors Blitz","None found, add some","SynergySP,       Shin-Ei Animation",Web manga,"Fantasy, Slice of Life",23 min. per ep.,PG-13 - Teens 13 or older,470,Winter 2024,Mondays at 01:35 (JST),Iyashikei,
Kyuuketsuki Sugu Shinu,The Vampire Dies in No Time,7.27,2214,2845,91,TV,12,Finished Airing,"Oct 4, 2021 to Dec 20, 2021","Frontier Works,       Marvelous Entertainment,       Pony Canyon,       Studio Mausu,       Hakuhodo DY Music & Pictures,       Akita Shoten,       BS11,       Kadokawa Media House",Funimation,Madhouse,Manga,"Comedy, Supernatural",23 min. per ep.,PG-13 - Teens 13 or older,577,Fall 2021,Mondays at 23:00 (JST),"Adult Cast, Gag Humor, Vampire",Shounen
Legend of Basara,,7.27,5698,2846,13,TV,13,Finished Airing,"Apr 3, 1998 to Jun 26, 1998","Yumeta Company,       Imagine,       J.C.F.","None found, add some",KSS,Manga,"Adventure, Award Winning, Drama, Fantasy, Romance",24 min. per ep.,PG-13 - Teens 13 or older,86,Spring 1998,Fridays at 00:35 (JST),,Shoujo
Mai-Otome,My-Otome,7.27,3081,2849,51,TV,26,Finished Airing,"Oct 7, 2005 to Mar 31, 2006","Bandai Visual,       Lantis,       TV Tokyo Music","Funimation,       Bandai Entertainment",Sunrise,Original,"Comedy, Drama, Fantasy",23 min. per ep.,PG-13 - Teens 13 or older,308,Fall 2005,Fridays at 01:30 (JST),,
Lupin III: Fuuma Ichizoku no Inbou,Lupin III: The Fuma Conspiracy,7.27,5989,2847,11,Movie,1,Finished Airing,"Dec 26, 1987",TOHO,"AnimEigo,       Discotek Media",Tokyo Movie Shinsha,Manga,"Action, Adventure, Comedy, Mystery",1 hr. 13 min.,PG-13 - Teens 13 or older,12,,,Adult Cast,Seinen
Lupin the IIIrd: Mine Fujiko no Uso,Lupin the Third: Fujiko Mine's Lie,7.27,5548,2848,14,Movie,1,Finished Airing,"May 31, 2019","None found, add some",Discotek Media,Telecom Animation Film,Manga,"Action, Adventure, Drama",57 min.,R+ - Mild Nudity,14,,,Adult Cast,Seinen
Kurau Phantom Memory,,7.29,3982,2751,31,TV,24,Finished Airing,"Jun 25, 2004 to Dec 16, 2004","TV Asahi,       Media Factory,       Victor Entertainment","ADV Films,       Funimation",Bones,Original,"Action, Drama, Sci-Fi",23 min. per ep.,PG-13 - Teens 13 or older,138,Summer 2004,Unknown,"Space, Super Power",
Moonlight Mile 2nd Season: Touch Down,,7.27,8444,2850,5,TV,14,Finished Airing,"Sep 13, 2007 to Dec 13, 2007","None found, add some","None found, add some",Studio Hibari,Manga,"Adventure, Drama, Sci-Fi",25 min. per ep.,R+ - Mild Nudity,10,Fall 2007,Unknown,Space,
Ling Long: Incarnation Final Chapter,,7.29,12116,2752,1,ONA,2,Finished Airing,"May 1, 2021 to May 5, 2021",bilibili,"None found, add some",YHKT Entertainment,Original,"Action, Drama, Horror, Sci-Fi, Suspense",38 min. per ep.,R - 17+ (violence & profanity),9,,,Mythology,
Mahoraba: Heartful Days,,7.29,4325,2753,26,TV,26,Finished Airing,"Jan 10, 2005 to Jun 27, 2005","Starchild Records,       TV Tokyo Music",Discotek Media,J.C.Staff,Manga,"Comedy, Romance",23 min. per ep.,PG-13 - Teens 13 or older,108,Winter 2005,Unknown,"Iyashikei, Visual Arts",Shounen
Maria-sama ga Miteru Specials,Maria Watches Over Us,7.29,6492,2754,9,Special,7,Finished Airing,"Apr 4, 2004 to Oct 23, 2004","None found, add some",Nozomi Entertainment,Studio Deen,Light novel,"Comedy, Girls Love",1 min. per ep.,PG - Children,7,,,School,Shoujo
Mei to Koneko Bus,Mei and the Baby Cat Bus,7.29,4724,2756,21,Special,1,Finished Airing,"Oct 1, 2002","None found, add some","None found, add some",Studio Ghibli,Original,"Adventure, Fantasy",14 min.,G - All Ages,25,,,,
Marmalade Boy Movie,,7.29,6101,2755,11,Movie,1,Finished Airing,"Mar 4, 1995","None found, add some","Discotek Media,       Tokyopop",Toei Animation,Unknown,Romance,26 min.,PG-13 - Teens 13 or older,22,,,,Shoujo
Mi Yu Xingzhe,Uncharted Walker,7.29,4801,2757,21,ONA,12,Finished Airing,"Feb 3, 2018 to Apr 21, 2018","bilibili,       Jay Zone Comic","None found, add some",Thundray,Web manga,"Mystery, Suspense",26 min. per ep.,R - 17+ (violence & profanity),86,,,"High Stakes Game, Psychological, Survival",
Miracle Giants Doumu-kun,,7.29,11430,2758,1,TV,49,Finished Airing,"Apr 2, 1989 to Mar 25, 1990","Gallop,       Yomiko Advertising","None found, add some","None found, add some",Manga,Sports,25 min. per ep.,PG - Children,5,Spring 1989,Unknown,Team Sports,
Mirai Nikki: Redial,The Future Diary: Redial,7.29,666,2759,356,OVA,1,Finished Airing,"Jun 19, 2013","None found, add some",Funimation,asread.,Manga,"Supernatural, Suspense",29 min.,R - 17+ (violence & profanity),628,,,Psychological,Shounen
Mushibugyou,Mushibugyo,7.29,2216,2760,91,TV,26,Finished Airing,"Apr 8, 2013 to Sep 30, 2013","TV Tokyo,       Dentsu,       Avex Pictures",Sentai Filmworks,Seven Arcs Pictures,Manga,"Action, Adventure, Fantasy",23 min. per ep.,PG-13 - Teens 13 or older,184,Spring 2013,Mondays at 18:00 (JST),"Historical, Martial Arts, Samurai, Super Power",Shounen
Naruto: Shippuuden Movie 1,Naruto Shippuden the Movie 1,7.29,815,2761,300,Movie,1,Finished Airing,"Aug 4, 2007","TV Tokyo,       Aniplex,       Dentsu,       Bandai,       Shueisha",VIZ Media,Pierrot,Manga,"Action, Adventure, Fantasy",1 hr. 34 min.,PG-13 - Teens 13 or older,320,,,,Shounen
Nu Wushen de Canzhuo II,Cooking with Valkyries II,7.29,7141,2762,7,ONA,8,Finished Airing,"Jul 17, 2020 to Sep 19, 2020",miHoYoAnime,"None found, add some","Blade,       Thundray",Game,"Comedy, Gourmet, Slice of Life",7 min. per ep.,PG-13 - Teens 13 or older,26,,,,
Onegai My Melody,,7.29,5149,2763,17,TV,52,Finished Airing,"Apr 3, 2005 to Mar 26, 2006","TV Osaka,       Yomiko Advertising,       Sanrio","None found, add some",Studio Comet,Unknown,"Comedy, Fantasy",24 min. per ep.,PG - Children,211,Spring 2005,Sundays at 09:30 (JST),,
Onihei,,7.29,3521,2764,40,TV,13,Finished Airing,"Jan 10, 2017 to Apr 4, 2017","TV Tokyo,       TMS Entertainment,       Bungeishunjuu,       Jidaigeki Channel","None found, add some",Studio M2,Novel,"Action, Drama",23 min. per ep.,R - 17+ (violence & profanity),102,Winter 2017,Tuesdays at 02:05 (JST),"Adult Cast, Historical, Samurai",
School Rumble San Gakki,School Rumble 3rd Semester,7.29,2781,2768,63,OVA,2,Finished Airing,"Jul 17, 2008 to Sep 17, 2008",Kodansha,"None found, add some",Studio Comet,Manga,"Comedy, Romance",25 min. per ep.,PG-13 - Teens 13 or older,93,,,"Gag Humor, Love Polygon, School",Shounen
Poputepipikku,Pop Team Epic,7.29,1086,2766,224,TV,12,Finished Airing,"Jan 7, 2018 to Mar 25, 2018","King Records,       AC-Bu","Funimation,       Sentai Filmworks",Kamikaze Douga,4-koma manga,Comedy,11 min. per ep.,PG-13 - Teens 13 or older,"1,408",Winter 2018,Sundays at 01:00 (JST),"Gag Humor, Parody",
Pokemon Diamond & Pearl,Pokémon: Diamond and Pearl,7.29,1554,2765,149,TV,191,Finished Airing,"Sep 28, 2006 to Sep 9, 2010","TV Tokyo,       Shogakukan-Shueisha Productions,       SoftX,       Nintendo,       Studio Jack","VIZ Media,       The Pokemon Company International",OLM,Game,"Action, Adventure, Comedy, Fantasy",23 min. per ep.,PG - Children,515,Fall 2006,Thursdays at 19:00 (JST),,Kids
Saezuru Tori wa Habatakanai: Don't Stay Gold,Twittering Birds Never Fly: Don't Stay Gold,7.29,5065,2767,18,OVA,1,Finished Airing,"Mar 1, 2021",Blue Lynx,Sentai Filmworks,GRIZZLY,Manga,"Boys Love, Drama",23 min.,PG-13 - Teens 13 or older,88,,,"Adult Cast, Organized Crime",
Seitokai no Ichizon Lv.2: Watasu Seitokai,,7.29,4582,2769,23,OVA,1,Finished Airing,"Jul 5, 2013","None found, add some",Sentai Filmworks,AIC,Unknown,Comedy,24 min.,PG-13 - Teens 13 or older,6,,,"Harem, Parody, School",
Slayers Excellent,,7.29,4797,2770,21,OVA,3,Finished Airing,"Oct 25, 1998 to Mar 25, 1999",Bandai Visual,ADV Films,J.C.Staff,Light novel,"Adventure, Comedy, Fantasy",29 min. per ep.,PG-13 - Teens 13 or older,15,,,,
Soukyuu no Fafner: Dead Aggressor - The Beyond,Fafner The Beyond,7.29,7200,2771,7,Movie,3,Finished Airing,"May 17, 2019",King Records,"None found, add some","Production I.G,       I.Gzwei",Original,"Action, Drama, Sci-Fi",28 min. per ep.,PG-13 - Teens 13 or older,14,,,"Mecha, Military",
Suite Precure♪,,7.29,5231,2772,16,TV,48,Finished Airing,"Feb 6, 2011 to Jan 29, 2012","None found, add some","None found, add some",Toei Animation,Original,"Action, Fantasy",24 min. per ep.,G - All Ages,128,Winter 2011,Unknown,Mahou Shoujo,
Sweat Punch,,7.29,3622,2773,38,OVA,5,Finished Airing,"Mar 2, 2002 to Jul 1, 2006","Grasshoppa!,       Beyond C.","None found, add some",Studio 4°C,Original,"Action, Fantasy",11 min. per ep.,R+ - Mild Nudity,192,,,"Historical, Mecha",
Trinity Blood,,7.29,1296,2774,186,TV,24,Finished Airing,"Apr 29, 2005 to Oct 28, 2005","None found, add some",Funimation,Gonzo,Light novel,"Action, Fantasy",24 min. per ep.,R - 17+ (violence & profanity),"1,341",Spring 2005,Fridays at 00:00 (JST),Vampire,
Yao Shen Ji 2nd Season,,7.29,6650,2776,9,ONA,40,Finished Airing,"Jan 6, 2018 to May 23, 2018",Tencent Penguin Pictures,"None found, add some",Ruo Hong Culture,Novel,"Action, Adventure, Fantasy, Romance",7 min. per ep.,PG-13 - Teens 13 or older,23,,,"Martial Arts, Mythology",
Uchuu Show e Youkoso,Welcome to THE SPACE SHOW,7.29,4292,2775,27,Movie,1,Finished Airing,"Feb 18, 2010",Aniplex,"NYAV Post,       GKIDS",A-1 Pictures,Original,"Adventure, Fantasy, Sci-Fi",2 hr. 16 min.,G - All Ages,43,,,Space,
Zhui Xu,My Heroic Husband,7.29,13749,2778,969,ONA,12,Finished Airing,"Apr 23, 2023 to Jul 2, 2023",bilibili,"None found, add some",Oriental Creative Color,Novel,"Action, Comedy",26 min. per ep.,PG-13 - Teens 13 or older,4,,,Martial Arts,
Yuuki Yuuna wa Yuusha de Aru: Dai Mankai no Shou,Yuki Yuna is a Hero: The Great Mankai Chapter,7.29,4461,2777,24,TV,12,Finished Airing,"Oct 2, 2021 to Dec 18, 2021",Mainichi Broadcasting System,Sentai Filmworks,Studio Gokumi,Original,"Drama, Fantasy",24 min. per ep.,PG-13 - Teens 13 or older,148,Fall 2021,Saturdays at 01:55 (JST),Mahou Shoujo,
Starmyu 2nd Season,,7.28,5168,2779,17,TV,12,Finished Airing,"Apr 4, 2017 to Jun 20, 2017",NBCUniversal Entertainment Japan,"None found, add some",C-Station,Original,,24 min. per ep.,PG-13 - Teens 13 or older,71,Spring 2017,Tuesdays at 00:00 (JST),"Idols (Male), Music, Performing Arts, School",
Tari Tari,,7.28,1463,2782,161,TV,13,Finished Airing,"Jul 1, 2012 to Sep 23, 2012","Bandai Visual,       Dentsu,       Sotsu,       Lantis,       Pony Canyon,       Showgate,       Good Smile Company,       Infinite",Sentai Filmworks,P.A. Works,Original,Slice of Life,24 min. per ep.,PG-13 - Teens 13 or older,537,Summer 2012,Sundays at 22:30 (JST),"Music, School",
Tanaka-kun wa Kyou mo Kedaruge,Tanaka is Listless Today Too,7.28,3519,2781,40,ONA,35,Finished Airing,"Apr 7, 2016 to Jul 1, 2016","None found, add some","None found, add some",SILVER LINK.,Manga,Comedy,30 sec. per ep.,PG-13 - Teens 13 or older,49,,,School,
Strike Witches 2,,7.28,2330,2780,84,TV,12,Finished Airing,"Jul 8, 2010 to Sep 23, 2010","AIC,       Kadokawa Shoten,       Kadokawa Pictures Japan,       KlockWorx,       NTT Docomo",Funimation,AIC Spirits,Original,"Action, Sci-Fi, Ecchi",24 min. per ep.,R+ - Mild Nudity,266,Summer 2010,Thursdays at 01:30 (JST),Military,
Top Secret: The Revelation,,7.28,4909,2783,19,TV,26,Finished Airing,"Apr 9, 2008 to Oct 1, 2008",VAP,"None found, add some",Madhouse,Manga,"Mystery, Sci-Fi, Suspense",22 min. per ep.,R+ - Mild Nudity,71,Spring 2008,Unknown,"Adult Cast, Detective, Psychological",Shoujo
Towa no Quon 1: Utakata no Kaben,Towanoquon: The Ephemeral Petals,7.28,2400,2784,80,Movie,1,Finished Airing,"Jun 18, 2011","Bandai Visual,       Lantis,       Movic,       Showgate,       Hakuhodo DY Media Partners,       Sony PCL",Sentai Filmworks,Bones,Original,"Action, Sci-Fi, Supernatural",48 min.,PG-13 - Teens 13 or older,143,,,Super Power,
True Tears,,7.28,1125,2785,217,TV,13,Finished Airing,"Jan 6, 2008 to Mar 30, 2008","Bandai Visual,       Lantis","Bandai Entertainment,       Discotek Media,       Bandai Visual USA",P.A. Works,Original,"Drama, Romance",24 min. per ep.,PG-13 - Teens 13 or older,905,Winter 2008,Sundays at 01:00 (JST),"Love Polygon, School",
Wan Jie Xian Zong,,7.28,8695,2786,4,ONA,40,Finished Airing,"Mar 21, 2018 to Jul 28, 2018",bilibili,"None found, add some",Ruo Hong Culture,Web manga,"Action, Adventure, Fantasy, Romance",7 min. per ep.,PG-13 - Teens 13 or older,34,,,"Historical, Martial Arts, Mythology",
Yes! Precure 5 Movie: Kagami no Kuni no Miracle Daibouken!,,7.28,7775,2787,6,Movie,1,Finished Airing,"Nov 10, 2007","None found, add some","None found, add some",Toei Animation,Original,"Fantasy, Romance",1 hr. 10 min.,G - All Ages,10,,,"Mahou Shoujo, Music",
Zegapain,,7.28,3794,2788,34,TV,26,Finished Airing,"Apr 6, 2006 to Sep 28, 2006","TV Tokyo,       Dentsu,       Atelier Musa","Bandai Entertainment,       Sentai Filmworks",Sunrise,Original,"Action, Romance, Sci-Fi",23 min. per ep.,PG-13 - Teens 13 or older,166,Spring 2006,Thursdays at 18:00 (JST),Mecha,
Zettai Karen Children,Psychic Squad,7.28,3233,2789,47,TV,51,Finished Airing,"Apr 6, 2008 to Mar 29, 2009","TV Tokyo,       Shogakukan-Shueisha Productions,       Half H.P Studio",Sentai Filmworks,SynergySP,Manga,"Action, Comedy, Supernatural",24 min. per ep.,PG-13 - Teens 13 or older,122,Spring 2008,Sundays at Unknown,,Shounen
Aggressive Retsuko (ONA) 4th Season,Aggretsuko (ONA) 4th Season,7.28,2982,2790,55,ONA,10,Finished Airing,"Dec 16, 2021",Sanrio,"None found, add some",Fanworks,Other,Comedy,18 min. per ep.,PG-13 - Teens 13 or older,73,,,"Anthropomorphic, Workplace",
Air in Summer,,7.28,3502,2791,41,Special,2,Finished Airing,"Aug 28, 2005 to Sep 4, 2005","Pony Canyon,       TBS","ADV Films,       Funimation",Kyoto Animation,Visual novel,"Comedy, Drama, Romance, Supernatural",24 min. per ep.,PG-13 - Teens 13 or older,39,,,Historical,
Amagami SS,,7.28,613,2792,382,TV,25,Finished Airing,"Jul 2, 2010 to Dec 24, 2010","Pony Canyon,       TBS,       Movic",Sentai Filmworks,AIC,Visual novel,Romance,24 min. per ep.,PG-13 - Teens 13 or older,"2,225",Summer 2010,Unknown,"Harem, School",
Ao no Exorcist: Kuro no Iede,Blue Exorcist: Runaway Kuro,7.28,1666,2793,136,Special,1,Finished Airing,"Oct 26, 2011",Aniplex,Aniplex of America,A-1 Pictures,Manga,Fantasy,24 min.,PG-13 - Teens 13 or older,123,,,,Shounen
Btooom!,,7.28,205,2794,861,TV,12,Finished Airing,"Oct 4, 2012 to Dec 20, 2012","Sotsu,       KlockWorx,       flying DOG,       Showgate",Sentai Filmworks,Madhouse,Manga,"Action, Sci-Fi, Suspense",24 min. per ep.,R - 17+ (violence & profanity),"3,420",Fall 2012,Thursdays at 23:00 (JST),"Gore, High Stakes Game, Psychological, Survival",Seinen
Buddy Complex: Kanketsu-hen - Ano Sora ni Kaeru Mirai de,,7.28,4322,2795,26,TV Special,2,Finished Airing,"Sep 30, 2014 to Oct 1, 2014",Banpresto,Funimation,Sunrise,Original,"Action, Sci-Fi",23 min. per ep.,PG-13 - Teens 13 or older,27,,,"Mecha, Time Travel",
Danna ga Nani wo Itteiru ka Wakaranai Ken,I Can't Understand What My Husband Is Saying,7.28,675,2796,354,TV,13,Finished Airing,"Oct 3, 2014 to Dec 26, 2014","DAX Production,       Dream Creation","None found, add some",Seven,4-koma manga,"Comedy, Romance",3 min. per ep.,PG-13 - Teens 13 or older,824,Fall 2014,Fridays at 01:00 (JST),"Adult Cast, Otaku Culture",
Denpa Onna to Seishun Otoko: Mayonaka no Taiyou,Ground Control to Psychoelectric Girl Special,7.28,2809,2797,61,Special,1,Finished Airing,"Feb 8, 2012","None found, add some","NIS America, Inc.",Shaft,Light novel,"Comedy, Sci-Fi",29 min.,PG-13 - Teens 13 or older,44,,,,
Digimon Adventure tri. 4: Soushitsu,Digimon Adventure tri. Loss,7.28,2872,2798,59,Movie,1,Finished Airing,"Feb 25, 2017",Sonilude,Shout! Factory,Toei Animation,Original,"Action, Adventure, Comedy, Drama",1 hr. 22 min.,PG-13 - Teens 13 or older,36,,,,
Edens Zero,,7.28,961,2800,255,TV,25,Finished Airing,"Apr 11, 2021 to Oct 3, 2021","Kodansha,       Magic Capsule,       Nippon Television Music","None found, add some",J.C.Staff,Manga,"Action, Adventure, Fantasy, Sci-Fi",23 min. per ep.,PG-13 - Teens 13 or older,"1,939",Spring 2021,Sundays at 00:55 (JST),Space,Shounen
Dotto Koni-chan,.Koni-chan,7.28,8482,2799,5,TV,26,Finished Airing,"Nov 26, 2000 to May 29, 2001","Genco,       Animax","None found, add some",Shaft,Original,Comedy,25 min. per ep.,PG-13 - Teens 13 or older,20,Fall 2000,Sundays at 17:00 (JST),,
