Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Favorites,Demographics,Premiered,Broadcast
Peeping Life: The Perfect Evolution Specials,,5.36,15164,12001,635,Special,3,Finished Airing,27-Jan-11,CoMix Wave Films,"None found, add some","None found, add some",Original,"Comedy, Slice of Life",,3 min. per ep.,G - All Ages,0,,,
Robo to Shoujo (Kari),,5.36,11086,12002,2,ONA,9,Finished Airing,"Jun 16, 2010 to Jun 19, 2011","None found, add some","None found, add some","None found, add some",Unknown,"Action, Comedy, Sci-Fi",Mecha,1 min. per ep.,PG-13 - Teens 13 or older,2,,,
Senga Tsubo,The Pot,5.36,14134,12003,864,Movie,1,Finished Airing,1925,"None found, add some","None found, add some","None found, add some",Unknown,Fantasy,,17 min.,G - All Ages,0,,,
Kachikachi Yama,,5.35,14175,12004,852,Movie,1,Finished Airing,20-Oct-17,"None found, add some","None found, add some","None found, add some",Other,Drama,,8 min.,G - All Ages,2,,,
Kamiusagi Rope Movie Episode 0,Paper Rabbit Rope Movie Episode 0,5.35,16366,12005,481,ONA,1,Finished Airing,13-Mar-12,"None found, add some","None found, add some","None found, add some",Original,"Comedy, Slice of Life",,2 min.,G - All Ages,0,,,
Legend of Lemnear: Kyokuguro no Tsubasa Valkisas Pilot Film,Valkisas:The Wings of Ultimate Darkness Pilot Film,5.35,14225,12006,839,Special,1,Finished Airing,03-Sep-98,"None found, add some","None found, add some",AIC,Original,"Action, Adventure",,2 min.,R+ - Mild Nudity,1,,,
Mameshiba Bangai-hen,,5.35,15481,12007,587,Special,12,Finished Airing,"2008 to Oct 28, 2023","None found, add some","None found, add some","None found, add some",Original,Comedy,Music,30 sec. per ep.,G - All Ages,0,,,
Military!: Tamatama Shoumetsu Suru Shiroki Hikari!,,5.35,8218,12008,5,Special,1,Finished Airing,20-Mar-15,"DAX Production,       Dream Creation","None found, add some",Creators in Pack,4-koma manga,"Comedy, Ecchi",Military,5 min.,PG-13 - Teens 13 or older,1,,,
Nulu-chan to Boku,Nulu-chan and Me,5.35,16023,12009,520,ONA,1,Finished Airing,Dec-12,Space Neko Company,"None found, add some","None found, add some",Original,"Comedy, Fantasy",,3 min.,G - All Ages,0,,,
Oira no Yakyuu,Our Baseball Match,5.35,11243,12010,2,Movie,1,Finished Airing,Mar-30,"None found, add some","None found, add some","None found, add some",Original,Sports,Team Sports,9 min.,G - All Ages,0,,,
Opette,,5.35,19186,12011,272,Special,1,Finished Airing,26-Aug-09,"None found, add some","None found, add some","None found, add some",Original,Avant Garde,Music,1 min.,G - All Ages,0,,,
Otaku no Seiza,,5.35,12132,12012,1,OVA,2,Finished Airing,"Oct 7, 1994 to Nov 23, 1994",KSS,"None found, add some",81 Produce,Game,Comedy,Parody,23 min. per ep.,R+ - Mild Nudity,0,,,
Sango no Umi to Ouji,The Prince and the Coral Sea,5.35,14565,12013,757,OVA,1,Finished Airing,Feb-00,Shinano Kikaku,"None found, add some",Toei Animation,Original,Fantasy,,31 min.,PG-13 - Teens 13 or older,0,,,
Shin Megami Tensei: Tokyo Mokushiroku,Tokyo Revelation,5.35,7070,12014,8,OVA,2,Finished Airing,"Apr 21, 1995 to Jun 21, 1995","Sony Music Entertainment,       Sanctuary","None found, add some",J.C.Staff,Manga,"Action, Horror, Sci-Fi, Supernatural",Mythology,30 min. per ep.,R - 17+ (violence & profanity),24,,,
Sotsugyou M: Ore-tachi no Carnival,,5.35,10982,12015,2,OVA,2,Finished Airing,"Jan 21, 1999 to Apr 21, 1999","None found, add some","None found, add some",Artland,Manga,Drama,School,27 min. per ep.,PG-13 - Teens 13 or older,3,,,
Teddy,,5.35,17184,12016,409,Movie,1,Finished Airing,2005,"None found, add some","None found, add some",Takun Manga Box,Unknown,Slice of Life,,4 min.,G - All Ages,0,,,
Tonpei to Sarukichi,Tonpei and Sarukichi,5.35,15211,12017,627,Movie,1,Finished Airing,1932,"None found, add some","None found, add some","None found, add some",Original,,Military,8 min.,G - All Ages,0,,,
Twinkle Heart: Gingakei made Todokanai,,5.35,11357,12018,2,OVA,1,Finished Airing,05-Dec-86,Anime R,"None found, add some","None found, add some",Original,"Adventure, Comedy",Space,44 min.,PG-13 - Teens 13 or older,4,,,
Ultraman Kids: M7.8 Sei no Yukai na Nakama,,5.35,14249,12019,832,Movie,1,Finished Airing,17-Mar-84,Tsuburaya Productions,"None found, add some","None found, add some",Other,,Super Power,25 min.,PG - Children,0,Kids,,
Yami no Shihosha Judge,Judge,5.35,8904,12020,4,OVA,1,Finished Airing,15-Jun-91,"Movic,       Sony Music Entertainment,       animate",Central Park Media,"J.C.Staff,       animate Film",Manga,"Horror, Supernatural",,48 min.,R - 17+ (violence & profanity),4,Seinen,,
Afureko! AR,,5.35,17330,12021,399,ONA,3,Finished Airing,18-Oct-11,"None found, add some","None found, add some","None found, add some",Other,,"School, Showbiz",2 min. per ep.,G - All Ages,0,,,
Agukaru: Play with Ibaraki-hen Episode 0,Agriculture Angel BARAKI: Play with Ibaraki Episode 0,5.35,16158,12022,504,ONA,1,Finished Airing,28-Mar-15,"None found, add some","None found, add some",Studio PuYUKAI,Unknown,"Slice of Life, Supernatural",,14 min.,G - All Ages,0,,,
Alice or Alice,,5.35,3687,12023,37,TV,12,Finished Airing,"Apr 4, 2018 to Jun 20, 2018","None found, add some",Sentai Filmworks,EMT Squared,4-koma manga,Slice of Life,CGDCT,3 min. per ep.,PG-13 - Teens 13 or older,46,,Spring 2018,Wednesdays at 22:25 (JST)
Ariel Visual,,5.35,10466,12024,2,OVA,2,Finished Airing,"Jul 21, 1989 to Aug 21, 1989",animate Film,Central Park Media,J.C.Staff,Novel,"Action, Comedy, Sci-Fi",Mecha,27 min. per ep.,PG-13 - Teens 13 or older,0,,,
Blame! Prologue,,5.35,6179,12025,11,OVA,2,Finished Airing,07-Sep-07,Geneon Entertainment,"None found, add some",Production I.G,Manga,"Action, Sci-Fi",Mecha,4 min. per ep.,PG-13 - Teens 13 or older,7,,,
Dies Irae: Reimei,Dies irae: The Dawning Days,5.35,4410,12026,25,Special,1,Finished Airing,07-Oct-17,"Genco,       DMM pictures,       Greenwood,       Brave Hearts,       Crunchyroll SC Anime Fund",Funimation,A.C.G.T.,Visual novel,Action,Super Power,23 min.,PG-13 - Teens 13 or older,17,,,
Enyogu,,5.35,18110,12027,339,Movie,1,Finished Airing,2007,"None found, add some","None found, add some","None found, add some",Original,Avant Garde,,3 min.,G - All Ages,1,,,
Fukusuke,,5.35,13858,12028,933,Movie,1,Finished Airing,29-Oct-57,"None found, add some","None found, add some",Otogi Production,Original,,,18 min.,G - All Ages,1,,,
Fushigi na Somera-chan: Hajimatteru yo! Sono Ato no Somera-chan!!,,5.35,12600,12029,1,Special,1,Finished Airing,26-Dec-15,"None found, add some","None found, add some",Seven,4-koma manga,"Comedy, Slice of Life",,9 min.,PG-13 - Teens 13 or older,0,,,
Fusuma no Oku,,5.35,16679,12030,450,Movie,1,Finished Airing,2012,Geidai Animation,"None found, add some","None found, add some",Original,Avant Garde,,4 min.,R+ - Mild Nudity,0,,,
Gokiburi Hime,Cockroach Princess,5.35,15152,12031,637,ONA,1,Finished Airing,20-Nov-15,"None found, add some","None found, add some","None found, add some",Original,Sci-Fi,,1 min.,G - All Ages,0,,,
His Lipstick,,5.35,18316,12032,325,ONA,1,Finished Airing,24-Feb-12,"None found, add some","None found, add some",RG Animation Studios,Original,Comedy,,5 min.,G - All Ages,0,Kids,,
Houkago no Pleiades: Manner Movie,,5.35,10653,12033,2,Movie,1,Finished Airing,04-Jun-11,"None found, add some","None found, add some",Gainax,Original,,,52 sec.,G - All Ages,0,,,
Age of Obscure: Boubaku Jidai,,5.34,15877,12034,535,Movie,1,Finished Airing,2016,"None found, add some","None found, add some","None found, add some",Original,Avant Garde,,3 min.,G - All Ages,0,,,
Animagear,,5.34,16496,12035,468,ONA,1,Finished Airing,01-Jul-19,"None found, add some","None found, add some","None found, add some",Original,,Mecha,42 sec.,G - All Ages,0,Kids,,
Believe in It,,5.34,17225,12036,406,Movie,1,Finished Airing,1998,"None found, add some","None found, add some","None found, add some",Unknown,Avant Garde,Music,3 min.,G - All Ages,0,,,
Choro Q Dagram,,5.34,13133,12037,1,Movie,1,Finished Airing,09-Jul-83,"None found, add some","None found, add some",Sunrise,Original,"Action, Comedy, Sci-Fi",Mecha,8 min.,PG-13 - Teens 13 or older,1,,,
Efficus: Kono Omoi o Kimi ni...,,5.34,15202,12038,629,OVA,2,Finished Airing,"Sep 23, 1998 to Oct 23, 1998",Magic Bus,"None found, add some","None found, add some",Visual novel,,,29 min. per ep.,,2,,,
Fushigi na Kusuri,,5.34,14682,12039,726,Movie,1,Finished Airing,1965,"None found, add some","None found, add some","None found, add some",Original,"Award Winning, Comedy, Slice of Life",,15 min.,G - All Ages,0,,,
Futago no Mahoutsukai Lico to Gli,The Wizard of twins LICO & GLI,5.34,14441,12040,786,ONA,4,Finished Airing,"Nov 4, 2013 to Apr 3, 2015","None found, add some","None found, add some","None found, add some",Original,,Music,1 min. per ep.,G - All Ages,1,,,
Happy Forest,,5.34,15969,12041,525,ONA,1,Finished Airing,04-Jul-15,"None found, add some","None found, add some",Marza Animation Planet,Original,"Fantasy, Slice of Life",,1 min.,G - All Ages,0,,,
Hokori Inu no Hanashi,The Cloudy Dog Talk About,5.34,16034,12042,519,Movie,1,Finished Airing,2012,Geidai Animation,"None found, add some","None found, add some",Original,Avant Garde,,3 min.,G - All Ages,0,,,
Inemuri Buu-chan,,5.34,18767,12043,296,Movie,1,Finished Airing,1959,Gakken,"None found, add some","None found, add some",Other,,,11 min.,G - All Ages,0,Kids,,
Kamakura,Snow Hut,5.34,16140,12044,506,Movie,1,Finished Airing,2013,"None found, add some","None found, add some","None found, add some",Original,Avant Garde,Music,5 min.,G - All Ages,0,,,
Kanimanji Engi,Crab Temple Omen,5.34,15537,12045,579,Movie,1,Finished Airing,1925,"None found, add some","None found, add some","None found, add some",Other,Fantasy,,11 min.,G - All Ages,0,,,
Katte ni Shirokuma,"Whatever, White Bear",5.34,14293,12046,820,OVA,1,Finished Airing,21-Dec-87,Artmic,"None found, add some",AIC,Manga,Comedy,Anthropomorphic,32 min.,R+ - Mild Nudity,1,Seinen,,
KJ File 2nd Season,,5.34,11672,12047,1,TV,13,Finished Airing,"Jan 9, 2023 to Apr 3, 2023",TV Tokyo,"None found, add some","ILCA,       yell",Original,"Action, Sci-Fi",,4 min. per ep.,PG-13 - Teens 13 or older,12,,Winter 2023,Mondays at 02:35 (JST)
Mach Girl,,5.34,13745,12048,968,TV,26,Finished Airing,"Sep 13, 2008 to Sep 14, 2009","None found, add some","None found, add some",Tatsunoko Production,Original,Comedy,Racing,3 min. per ep.,G - All Ages,0,,Fall 2008,Unknown
Mai Zhu,Pig Sale,5.34,14912,12049,677,Movie,1,Finished Airing,30-Aug-12,"None found, add some","None found, add some","None found, add some",Other,Comedy,Historical,11 min.,R - 17+ (violence & profanity),0,,,
Marriage: Kekkon,Marriage,5.34,11116,12050,2,OVA,2,Finished Airing,"Mar 23, 1996 to Jun 21, 1996","Shogakukan-Shueisha Productions,       Victor Entertainment",Media Blasters,Sofix,Visual novel,"Romance, Slice of Life",,27 min. per ep.,PG-13 - Teens 13 or older,2,,,
Mofu☆Mofu,,5.34,14947,12051,673,TV,11,Finished Airing,Aug 2008 to 2008,"None found, add some","None found, add some","None found, add some",Original,,,3 min. per ep.,G - All Ages,2,Kids,?,Unknown
Okubyou na Venus,,5.34,13036,12052,1,OVA,1,Finished Airing,21-Mar-86,"None found, add some","None found, add some",Toei Animation,Unknown,,Music,20 min.,G - All Ages,0,,,
Peeping Life: The Perfect Emotion,,5.34,14081,12053,875,OVA,10,Finished Airing,16-Apr-10,CoMix Wave Films,"None found, add some","None found, add some",Original,"Comedy, Slice of Life",,5 min. per ep.,G - All Ages,0,,,
Pulsar,,5.34,15052,12054,654,Movie,1,Finished Airing,1990,NHK,"None found, add some","None found, add some",Unknown,Avant Garde,Music,3 min.,G - All Ages,2,,,
Tachiguishi Retsuden,,5.34,12520,12055,1,Movie,1,Finished Airing,08-Apr-06,"None found, add some",Discotek Media,Production I.G,Original,"Comedy, Gourmet",,1 hr. 44 min.,PG-13 - Teens 13 or older,2,,,
Tsuru no Ongaeshi,,5.34,17985,12056,349,Movie,1,Finished Airing,1965,Gakken Eigakyoku,"None found, add some","None found, add some",Original,,,17 min.,G - All Ages,1,Kids,,
Uchuu no Hou: Elohim-hen,The Laws of the Universe: Part 2,5.34,13884,12057,925,Movie,1,Finished Airing,08-Oct-21,"None found, add some","None found, add some",HS Pictures Studio,Original,Sci-Fi,Space,1 hr. 59 min.,G - All Ages,2,,,
Ulysses: Jehanne Darc to Renkin no Kishi,Ulysses: Jeanne d'Arc and the Alchemist Knight,5.34,2160,12058,95,TV,12,Finished Airing,"Oct 7, 2018 to Dec 30, 2018","Lantis,       Studio Mausu,       Shueisha,       Yomiuri TV Enterprise,       Emon,       DMM pictures,       Crunchyroll SC Anime Fund,       Bandai Namco Arts",Funimation,AXsiZ,Light novel,"Action, Fantasy, Romance, Ecchi","Harem, Historical, Military",23 min. per ep.,PG-13 - Teens 13 or older,107,,Fall 2018,Sundays at 22:00 (JST)
Uriko-hime to Amanojaku,,5.34,17593,12059,380,Movie,1,Finished Airing,1956,Dentsu,"None found, add some","None found, add some",Original,,Mythology,17 min.,G - All Ages,1,,,
Yakusai Kochou,Demon Fighter Kocho,5.34,9904,12060,3,OVA,1,Finished Airing,21-May-97,"None found, add some",Media Blasters,Anime R,Manga,"Comedy, Supernatural, Ecchi",,29 min.,R+ - Mild Nudity,5,,,
Soukihei MD Geist,M.D. Geist,5.33,5157,12061,17,OVA,1,Finished Airing,21-May-86,Nippon Columbia,"ADV Films,       Central Park Media","Zero-G Room,       Production Wave",Original,"Action, Sci-Fi","Adult Cast, Gore, Mecha, Military",44 min.,R+ - Mild Nudity,84,,,
Space Neko Theater,,5.33,13266,12062,1,ONA,1,Finished Airing,09-Dec-08,Space Neko Company,"None found, add some","None found, add some",Original,Comedy,,8 min.,PG-13 - Teens 13 or older,0,,,
Suna Asobi,,5.33,17198,12063,408,TV Special,1,Finished Airing,10-Jan-95,NHK,"None found, add some","None found, add some",Original,Adventure,Music,5 min.,G - All Ages,0,Kids,,
Super Dragon Ball Heroes,,5.33,2498,12064,75,ONA,Unknown,Currently Airing,"Jul 1, 2018 to ?",Bandai,"None found, add some","Toei Animation,       Dimps",Game,"Action, Comedy, Fantasy","Martial Arts, Super Power",8 min.,PG-13 - Teens 13 or older,246,Shounen,,
Wake up!! Tamala,,5.33,12706,12065,1,Movie,1,Finished Airing,11-Oct-10,"None found, add some","None found, add some","None found, add some",Unknown,Fantasy,Psychological,17 min.,G - All Ages,1,,,
Xanadu Dragonslayer Densetsu,,5.33,11164,12066,2,OVA,1,Finished Airing,01-Mar-88,"None found, add some","None found, add some",Toei Animation,Game,"Adventure, Comedy, Fantasy",,50 min.,R+ - Mild Nudity,1,,,
Aru Zombie Shoujo no Sainan,Calamity of the Zombie Girl,5.33,5492,12067,14,ONA,1,Finished Airing,04-Jul-18,"None found, add some","None found, add some","Gonzo,       Stingray",Light novel,"Action, Horror, Supernatural",Gore,1 hr. 19 min.,R+ - Mild Nudity,20,,,
AWOL,,5.33,11923,12068,1,TV,12,Finished Airing,"Jan 7, 1998 to Apr 1, 1998","BeSTACK,       d-rights",Bandai Entertainment,Studio Deen,Original,"Action, Sci-Fi","Military, Space",24 min. per ep.,PG-13 - Teens 13 or older,3,,Winter 1998,Thursdays at 01:45 (JST)
Bollogi Iyagi,Bologee Story,5.33,14719,12069,715,ONA,1,Finished Airing,2003,"None found, add some","None found, add some","None found, add some",Original,"Avant Garde, Drama, Romance",,11 min.,G - All Ages,0,,,
Channeler,,5.33,18468,12070,315,Movie,1,Finished Airing,14-Feb-12,"None found, add some","None found, add some","None found, add some",Original,,Music,5 min.,G - All Ages,0,,,
Circuit no Ookami II: Modena no Ken,,5.33,13102,12071,1,OVA,1,Finished Airing,21-Dec-90,"Magic Bus,       Studio G7","None found, add some",Gainax,Manga,,Racing,44 min.,,0,Seinen,,
Cosmic Fantasy: Ginga Mehyou no Wana,,5.33,12140,12072,1,OVA,1,Finished Airing,25-Aug-94,Tokuma Shoten,"None found, add some","None found, add some",Game,"Action, Comedy, Fantasy, Romance, Sci-Fi",Space,42 min.,PG-13 - Teens 13 or older,1,,,
Devour Dinner,,5.33,14993,12073,667,Movie,1,Finished Airing,2008,"None found, add some","None found, add some",Mirai Film,Original,"Avant Garde, Fantasy",,10 min.,G - All Ages,0,,,
Doamaiger D,Doamayger-D,5.33,11147,12074,2,TV,13,Finished Airing,"Jan 5, 2015 to Mar 30, 2015","None found, add some",Funimation,ILCA,Original,"Action, Comedy, Gourmet","Mecha, Parody",2 min. per ep.,G - All Ages,1,,Winter 2015,Mondays at 19:55 (JST)
Fuuga no Gihou,The Art of Fugue,5.33,19640,12075,247,Movie,1,Finished Airing,Nov-67,"None found, add some","None found, add some","None found, add some",Original,Avant Garde,Music,2 min.,G - All Ages,0,,,
Galerians: Rion,,5.33,9560,12076,3,OVA,3,Finished Airing,24-Apr-02,Enterbrain,"None found, add some","None found, add some",Game,"Adventure, Drama, Horror, Mystery, Sci-Fi, Supernatural, Suspense","Military, Psychological",24 min. per ep.,R - 17+ (violence & profanity),5,,,
Gyo,GYO: Tokyo Fish Attack!,5.33,2792,12077,62,Movie,1,Finished Airing,29-Oct-11,"Aniplex,       KlockWorx,       Shogakukan",Aniplex of America,ufotable,Manga,"Drama, Horror, Mystery, Sci-Fi, Suspense","Gore, Psychological, Survival",1 hr. 10 min.,R+ - Mild Nudity,66,Seinen,,
Hanappe Bazooka,,5.33,9055,12078,4,OVA,1,Finished Airing,04-Sep-92,Nippon Columbia,ADV Films,Studio Signal,Manga,"Action, Comedy, Ecchi",School,45 min.,R+ - Mild Nudity,5,,,
Holiday Advent Calendar 2018,,5.33,18280,12079,327,ONA,13,Finished Airing,"Dec 9, 2018 to Dec 25, 2018","None found, add some","None found, add some","None found, add some",Original,,Music,28 sec. per ep.,G - All Ages,0,,,
Homé-Pato the Movie,,5.33,14443,12080,785,ONA,1,Finished Airing,04-May-15,Kamikaze Douga,"None found, add some","None found, add some",Original,,Racing,1 min.,G - All Ages,1,,,
I Love Picnic,,5.33,15358,12081,606,Special,1,Finished Airing,2003,"None found, add some","None found, add some",RG Animation Studios,Original,Comedy,,4 min.,G - All Ages,0,Kids,,
Inu ni Nattara Suki na Hito ni Hirowareta. Specials,My Life as Inukai-san’s Dog. OVA,5.33,4920,12082,19,Special,2,Finished Airing,"Mar 29, 2023 to Apr 26, 2023","King Records,       WWWave","None found, add some",Quad,Web manga,"Comedy, Ecchi",,12 min. per ep.,R+ - Mild Nudity,75,,,
Kekkaku Yobou,Preventing Tuberculosis,5.33,15846,12083,539,Movie,1,Finished Airing,1933,"None found, add some","None found, add some","None found, add some",Original,Drama,"Educational, Historical",29 min.,G - All Ages,0,,,
Kipling Jr.,,5.33,14774,12084,703,Movie,1,Finished Airing,1995,"None found, add some","None found, add some","Yamamura Animation, Inc.",Unknown,Comedy,,14 min.,G - All Ages,1,,,
Koi wa 1-nichi ni Shite Narazu,,5.33,15412,12085,597,ONA,1,Finished Airing,08-Feb-21,Studio Mausu,"None found, add some",Geek Toys,Original,Slice of Life,,6 min.,,1,,,
Makaryuudo Demon Hunter,,5.33,9278,12086,3,OVA,1,Finished Airing,08-Nov-89,Bandai,"None found, add some",Studio Fantasia,Manga,Supernatural,"Gore, Mythology",30 min.,R+ - Mild Nudity,7,,,
Netsuzou TRap,Netsuzou Trap -NTR-,5.33,1461,12087,162,TV,12,Finished Airing,"Jul 5, 2017 to Sep 20, 2017","DMM.com,       Ichijinsha,       Cloud22","None found, add some",Creators in Pack,Manga,"Drama, Girls Love",,9 min. per ep.,R+ - Mild Nudity,325,,Summer 2017,Wednesdays at 20:00 (JST)
Next Senki Ehrgeiz,Next War Chronicle Ehrgeiz,5.33,11144,12088,2,TV,12,Finished Airing,"Oct 2, 1997 to Dec 25, 1997","Bandai Visual,       BeSTACK,       d-rights",Bandai Entertainment,Studio Deen,Original,"Action, Sci-Fi","Mecha, Space",25 min. per ep.,PG-13 - Teens 13 or older,2,,Fall 1997,Thursdays at 01:15 (JST)
Onigiri,,5.33,4018,12089,31,TV,13,Finished Airing,"Apr 7, 2016 to Jun 30, 2016","Pierrot,       Being,       Zack Promotion,       Bushiroad Music",Sentai Filmworks,Pierrot Plus,Game,"Comedy, Fantasy",Mythology,3 min. per ep.,PG-13 - Teens 13 or older,40,,Spring 2016,Thursdays at 01:00 (JST)
Original Eigakan Manner Eizou,,5.33,17910,12090,355,Special,1,Finished Airing,10-Sep-19,"None found, add some","None found, add some","None found, add some",Original,Comedy,Parody,2 min.,PG-13 - Teens 13 or older,1,,,
Peeping Life: Gekijou Original-ban,,5.33,15567,12091,576,Movie,5,Finished Airing,"Dec 1, 2009 to Feb 5, 2010",CoMix Wave Films,"None found, add some","None found, add some",Original,"Comedy, Slice of Life",,1 min. per ep.,PG - Children,0,,,
Piroppo,,5.33,14202,12092,843,TV,23,Finished Airing,"Oct 11, 2001 to Mar 21, 2002","None found, add some","None found, add some",Studio 4°C,Other,Comedy,,2 min. per ep.,,1,,Fall 2001,Unknown
Power Dolls,,5.33,10217,12093,2,OVA,2,Finished Airing,"Mar 1, 1996 to Mar 1, 1998",VAP,ADV Films,"OLM,       Artmic",Game,"Action, Adventure, Sci-Fi",Mecha,27 min. per ep.,R+ - Mild Nudity,1,,,
Qiang Niang,Gun Girls,5.33,13082,12094,1,ONA,12,Finished Airing,"Aug 18, 2017 to Oct 27, 2017","Tencent Animation & Comics,       Tencent Penguin Pictures,       AHA Entertainment","None found, add some",Hoods Entertainment,Game,"Action, Comedy, Sci-Fi, Slice of Life","Military, Space",14 min. per ep.,PG-13 - Teens 13 or older,1,,,
Ringing City,,5.33,16723,12095,447,Movie,1,Finished Airing,03-Mar-17,Geidai Animation,"None found, add some","None found, add some",Original,Avant Garde,Music,3 min.,G - All Ages,1,,,
Samurai Spirits: Haten Gouma no Shou,Samurai Shodown The Motion Picture,5.33,9005,12096,4,TV Special,1,Finished Airing,18-Sep-94,"Starchild Records,       Nihon Ad Systems,       Fuji TV",ADV Films,"Studio Comet,       Studio Gazelle",Game,Adventure,"Historical, Samurai",1 hr. 8 min.,PG-13 - Teens 13 or older,1,,,
Jungle de Ikou!,,5.32,6889,12097,8,OVA,3,Finished Airing,"Mar 26, 1997 to Sep 26, 1997",Movic,Media Blasters,"Studio Fantasia,       Chaos Project",Original,"Action, Adventure, Comedy, Ecchi",Mahou Shoujo,28 min. per ep.,PG-13 - Teens 13 or older,16,,,
Kangaroo no Tanjoubi,Baby Kangaroo's Birthday Surprise,5.32,12871,12098,1,Movie,1,Finished Airing,Feb-41,"None found, add some","None found, add some","None found, add some",Original,Adventure,Anthropomorphic,9 min.,G - All Ages,3,,,
Kobutori (1957),,5.32,16829,12099,438,Movie,1,Finished Airing,1957,"None found, add some","None found, add some","None found, add some",Other,,,20 min.,G - All Ages,1,,,
Kuro Nyago,The Black Cat,5.32,9533,12100,3,Movie,1,Finished Airing,Jan-31,"None found, add some","None found, add some","None found, add some",Original,Fantasy,,3 min.,G - All Ages,6,,,
Macross XX,,5.32,9786,12101,3,Special,1,Finished Airing,25-Aug-02,"None found, add some","None found, add some",Gonzo,Original,Action,Mecha,2 min.,PG-13 - Teens 13 or older,2,,,
Minarai Diva,,5.32,11454,12102,1,TV,10,Finished Airing,"Jul 14, 2014 to Sep 22, 2014","NOTTV,       Bouncy","None found, add some",Yaoyorozu,Original,,"Idols (Female), Music",49 min. per ep.,G - All Ages,4,,Summer 2014,Unknown
"Nemure Omoigo, Sora no Shitone ni","Sleep tight my baby, cradled in the sky",5.32,11257,12103,2,Movie,1,Finished Airing,12-Apr-14,"None found, add some","None found, add some",Hand to Mouse.,Original,"Adventure, Drama",Space,49 min.,PG-13 - Teens 13 or older,1,,,
Nobunaga-sensei no Osanazuma,Nobunaga Teacher's Young Bride,5.32,2320,12104,84,TV,12,Finished Airing,"Apr 6, 2019 to Jun 22, 2019","None found, add some","None found, add some",Seven,Manga,"Comedy, Romance, Ecchi","Harem, School, Time Travel",7 min. per ep.,R+ - Mild Nudity,109,,Spring 2019,Saturdays at 23:20 (JST)
Ojiichan ga Kaizoku Datta Koro,,5.32,16648,12105,454,Movie,1,Finished Airing,1968,"None found, add some","None found, add some","None found, add some",Original,Comedy,,3 min.,G - All Ages,0,,,
Shougakusei no Yuukai Boushi: Yumi-chan Abunai yo!,,5.32,16132,12106,506,OVA,1,Finished Airing,21-May-91,"None found, add some","None found, add some",Pierrot,Unknown,,Educational,14 min.,G - All Ages,1,Kids,,
Yumemi Douji,,5.32,14985,12107,668,Movie,1,Finished Airing,05-Apr-58,"None found, add some","None found, add some",Toei Animation,Original,Drama,,15 min.,G - All Ages,0,,,
Yuusei Shounen Papii,Prince Planet,5.32,13566,12108,1,TV,52,Finished Airing,"Jun 3, 1965 to May 27, 1966","None found, add some","None found, add some",Eiken,Original,"Action, Sci-Fi","Space, Super Power",25 min. per ep.,PG - Children,1,,Summer 1965,Unknown
_Summer Specials,,5.32,9673,12109,3,Special,2,Finished Airing,"Oct 27, 2006 to Jan 26, 2007","None found, add some","None found, add some",Rikuentai,Visual novel,,Harem,4 min. per ep.,PG-13 - Teens 13 or older,1,,,
"""Parade"" de Satie",,5.32,12785,12110,1,Movie,1,Finished Airing,May-16,"None found, add some","None found, add some","Yamamura Animation, Inc.",Original,Avant Garde,Music,14 min.,G - All Ages,1,,,
Akai Hayate,,5.32,10715,12111,2,OVA,4,Finished Airing,"May 21, 1991 to Nov 21, 1991",Minami Machi Bugyousho,Central Park Media,Pierrot,Original,Action,"Martial Arts, Super Power",27 min. per ep.,R+ - Mild Nudity,1,,,
Ami no Monomane 150 Renpatsu,Ami's Impersonation: 150 Consecutive Attempts,5.32,13425,12112,1,Special,1,Finished Airing,30-Apr-09,"None found, add some","None found, add some",J.C.Staff,Light novel,Comedy,Parody,2 min.,PG-13 - Teens 13 or older,0,,,
Birthday,,5.32,18212,12113,331,Movie,1,Finished Airing,2007,"None found, add some","None found, add some","None found, add some",Original,Avant Garde,Music,1 min.,G - All Ages,0,,,
Eien no Aselia,The Eternal Aseria,5.32,8510,12114,5,OVA,2,Finished Airing,"Jun 24, 2005 to Mar 24, 2006",Japan Home Video,"None found, add some",Studio Matrix,Visual novel,"Adventure, Drama, Fantasy",,29 min. per ep.,PG-13 - Teens 13 or older,4,,,
Fantasia,Girl from Phantasia,5.32,9807,12115,3,OVA,1,Finished Airing,26-Nov-93,Starchild Records,ADV Films,Production I.G,Manga,"Comedy, Drama, Fantasy, Romance",,28 min.,PG-13 - Teens 13 or older,1,,,
Gensou Sangokushi: Tengen Reishinki,Fantasia Sango: Realm of Legends,5.32,4756,12116,21,TV,12,Finished Airing,"Jan 11, 2022 to Mar 29, 2022",Tohokushinsha Film Corporation,Funimation,Geek Toys,Game,Fantasy,Historical,24 min. per ep.,PG-13 - Teens 13 or older,103,,Winter 2022,Tuesdays at 02:00 (JST)
Hentatsu,,5.32,11529,12117,1,ONA,9,Finished Airing,"Jan 31, 2018 to Sep 13, 2019","None found, add some","None found, add some","None found, add some",Original,Comedy,,1 min. per ep.,G - All Ages,1,,,
